"","GEOID.msa","name","year","total_expenses","revenue_miles","revenue_hours","upt","fares","average_speed","avg_fare","farebox_recovery"
"31","10540","Albany, OR",2012,1269126,267130,15632,242539,47838,17.0886642784033,0.197238382280788,0.0376936568945873
"32","10540","Albany, OR",2013,2349932,272076,16865,245349,77942,16.1325822709754,0.317678083057196,0.0331677682588262
"33","10540","Albany, OR",2014,1475977,0,0,230436,89532,NA,0.388533041712232,0.0606594818211937
"34","10580","Albany-Schenectady-Troy, NY",2006,55000541,7826327,645873,12876179,9398798,12.1174394966193,0.729936885779547,0.170885555471173
"35","10580","Albany-Schenectady-Troy, NY",2007,56480179,8093738,687425,12941973,10283671,11.7739942539186,0.794598397014118,0.182075750857659
"36","10580","Albany-Schenectady-Troy, NY",2008,73751431,8921035,727812,13903006,11403774,12.2573343116079,0.820238011837152,0.154624443829436
"37","10580","Albany-Schenectady-Troy, NY",2009,86049608,8860979,718482,15411749,13127632,12.3329171781617,0.851793784079925,0.152558882081136
"38","10580","Albany-Schenectady-Troy, NY",2010,86630779,8315877,673065,13801196,15414672,12.3552361213256,1.11690841866169,0.177935280946741
"39","10580","Albany-Schenectady-Troy, NY",2011,85267244,8648793,678382,13821787,15005354,12.749148709724,1.08563053388104,0.175980286169446
"40","10580","Albany-Schenectady-Troy, NY",2012,139975098,9334958,715139,14889581,15976495,13.0533476708724,1.07299829323606,0.114138123339624
"41","10580","Albany-Schenectady-Troy, NY",2013,153800797,8921411,699053,15529071,16849427,12.7621382069743,1.08502478995685,0.109553574029919
"42","10580","Albany-Schenectady-Troy, NY",2014,140947227,0,0,16420292,16660658,NA,1.01463835113285,0.118204936376648
"43","10580","Albany-Schenectady-Troy, NY",2015,86049608,10490202,765809,16876832,17394787,13.6981962865414,1.03069029779997,0.202148358421342
"44","10740","Albuquerque, NM",2006,35682431,6486822,385773,8751698,3835215,16.8151270306631,0.438225244975318,0.10748188653402
"45","10740","Albuquerque, NM",2007,38976333,6515746,387902,9579900,4160746,16.7974024366979,0.434320400004175,0.106750576048291
"46","10740","Albuquerque, NM",2008,49980003,6852940,479216,10595445,4031117,14.3003155153417,0.380457545671749,0.080654596999524
"47","10740","Albuquerque, NM",2009,66338517,7229871,485712,12040939,7336650,14.8850985769345,0.609308792279406,0.110594121360898
"48","10740","Albuquerque, NM",2010,70074397,7452395,493304,12621281,6694993,15.1071043413392,0.530452732967438,0.0955412145751322
"49","10740","Albuquerque, NM",2011,75593031,7686895,515601,13380519,7302548,14.9086115038567,0.54575969736301,0.0966034554164127
"50","10740","Albuquerque, NM",2012,135231446,8751366,549220,14277115,7221817,15.9341720986126,0.505831675376993,0.0534033851860166
"51","10740","Albuquerque, NM",2013,157874549,9195829,579356,14370905,7619172,15.8725015361885,0.530180388778577,0.0482609264651011
"52","10740","Albuquerque, NM",2014,160689856,0,0,14505996,7281401,NA,0.501958017912041,0.0453133830675659
"53","10740","Albuquerque, NM",2015,66338517,9592894,597696,13768464,6785446,16.0497878520184,0.492825198221094,0.102285162630331
"54","10780","Alexandria, LA",2006,2207100,585253,37040,694870,324058,15.8005669546436,0.466357735979392,0.146825245797653
"55","10780","Alexandria, LA",2007,2330275,577533,37917,708354,357988,15.2315056570931,0.505380078322421,0.153624786774093
"56","10780","Alexandria, LA",2008,3015720,634306,40674,734178,372572,15.5948763337759,0.507468216154666,0.123543299775841
"57","10780","Alexandria, LA",2009,3084773,649199,40511,835762,341671,16.0252524005826,0.408813753197681,0.110760500043277
"58","10780","Alexandria, LA",2010,3095171,638255,40628,783218,374237,15.7097322043911,0.477819713030089,0.120909959417428
"59","10780","Alexandria, LA",2011,2576343,667940,41570,735792,374431,16.0678373827279,0.50888158610042,0.145334297490668
"60","10780","Alexandria, LA",2012,2730245,686460,41943,774513,450909,16.3664973893141,0.582183901367698,0.165153310417197
"61","10780","Alexandria, LA",2013,5369064,670195,41216,770103,444788,16.2605541537267,0.577569493950809,0.0828427450296737
"62","10780","Alexandria, LA",2014,2859391,0,0,724570,445454,NA,0.614783940820073,0.155786319534474
"63","10780","Alexandria, LA",2015,3084773,632307,40201,704356,451466,15.7286385910798,0.640962808579752,0.146353070387999
"64","10900","Allentown-Bethlehem-Easton, PA-NJ",2006,33885072,9733061,454001,6532229,16160639,21.4384131312486,2.47398537313986,0.47692503058574
"65","10900","Allentown-Bethlehem-Easton, PA-NJ",2007,37864076,9623292,482201,6788624,18788198,19.9570137764127,2.76760032666414,0.49620114855041
"66","10900","Allentown-Bethlehem-Easton, PA-NJ",2008,42477128,9477354,445305,6802207,21833086,21.282837605686,3.20970620270744,0.51399628524791
"67","10900","Allentown-Bethlehem-Easton, PA-NJ",2009,42737253,9996015,438977,7016611,20070340,22.7711588534251,2.8604036906136,0.469621667073455
"68","10900","Allentown-Bethlehem-Easton, PA-NJ",2010,44234526,10223076,450627,6997339,22047152,22.6863370370617,3.15079089350966,0.49841501636075
"69","10900","Allentown-Bethlehem-Easton, PA-NJ",2011,47034138,10446501,523585,7126792,24280486,19.9518721888519,3.40693063583166,0.516231125570963
"70","10900","Allentown-Bethlehem-Easton, PA-NJ",2012,93132696,10589262,543519,6518387,24392549,19.4827816506875,3.74211426845322,0.261911767270218
"71","10900","Allentown-Bethlehem-Easton, PA-NJ",2013,98698854,10924421,568516,6573185,27275493,19.2156790662004,4.14950940830054,0.276350655500012
"72","10900","Allentown-Bethlehem-Easton, PA-NJ",2014,105541478,0,0,6662050,27825424,NA,4.17670596888345,0.263644441287813
"73","10900","Allentown-Bethlehem-Easton, PA-NJ",2015,42737253,10637839,510140,6530788,27749381,20.8527835496138,4.24900961415376,0.649301933374146
"74","11020","Altoona, PA",2006,3719410,581664,43983,683822,578188,13.2247459245618,0.845524127623855,0.15545153666845
"75","11020","Altoona, PA",2007,3921528,564776,43247,706025,590086,13.0593104724027,0.835786268191636,0.150473488905345
"76","11020","Altoona, PA",2008,4024270,481685,37960,552170,680606,12.6892781875659,1.23260227828386,0.1691253320478
"77","11020","Altoona, PA",2009,3809141,512997,40739,607268,689353,12.5922825793466,1.13517096240869,0.180973348059313
"78","11020","Altoona, PA",2010,3874129,542498,42395,699407,681809,12.7962731454181,0.974838684771528,0.175990267747925
"79","11020","Altoona, PA",2011,4140789,565005,43943,729177,746635,12.8576792663223,1.0239420607068,0.18031225450029
"80","11020","Altoona, PA",2012,8465428,596211,46580,696008,833018,12.7997209102619,1.19685118561856,0.0984023489420736
"81","11020","Altoona, PA",2013,8487002,579080,45104,687793,786141,12.8387726144023,1.14299069632869,0.0926288222861265
"82","11020","Altoona, PA",2014,9065212,0,0,642524,745046,NA,1.15956135490659,0.0821873774159942
"83","11020","Altoona, PA",2015,3809141,547451,44013,585457,735206,12.4383932020085,1.25578138104079,0.193010970189867
"84","11180","Ames, IA",2006,5421659,1051871,98190,4173208,230080,10.7126082085752,0.0551326461561465,0.0424371949619111
"85","11180","Ames, IA",2007,5688894,1095398,103109,4314151,265887,10.6236894936426,0.0616313615355605,0.0467379072276615
"86","11180","Ames, IA",2008,6535985,1127190,105806,4646554,294861,10.6533655936336,0.0634579948925591,0.0451134756276215
"87","11180","Ames, IA",2009,6652795,1124401,106596,5002143,284560,10.5482475890277,0.0568876179669394,0.0427729999195827
"88","11180","Ames, IA",2010,7208971,1155256,110398,5377155,317591,10.464464935959,0.0590630175250667,0.0440549698424366
"89","11180","Ames, IA",2011,8029107,1183645,112988,5447289,315716,10.475846992601,0.0579583715863065,0.0393214338780141
"90","11180","Ames, IA",2012,15754688,1192529,113708,5759865,3702337,10.4876437893552,0.642781905478687,0.234999068213855
"91","11180","Ames, IA",2013,16592903,1195130,114318,5893568,4023903,10.4544341223604,0.682761783693681,0.242507474430484
"92","11180","Ames, IA",2014,17724798,0,0,6619781,4395230,NA,0.663953988810204,0.247970667987302
"93","11180","Ames, IA",2015,6652795,1303542,126704,6710917,4419179,10.2880887738351,0.658505983608499,0.664259006928667
"94","11260","Anchorage, AK",2006,26063836,3919959,235608,4354735,6217677,16.6376311500458,1.4277968693847,0.238555713748352
"95","11260","Anchorage, AK",2007,30057861,4348153,260168,4446076,7088571,16.7128663017742,1.59434319161436,0.235830853033754
"96","11260","Anchorage, AK",2008,34119266,4453143,267644,4725653,1755488,16.638306855375,0.371480512851875,0.051451517157491
"97","11260","Anchorage, AK",2009,33411905,4516320,268744,4697261,7349203,16.8052868157057,1.56457199206091,0.219957616903316
"98","11260","Anchorage, AK",2010,33592303,4477933,267945,4685691,7316473,16.7121349530687,1.56145016818224,0.217802066145926
"99","11260","Anchorage, AK",2011,36509262,4625655,287391,4723129,8840528,16.0953370147291,1.87175239126435,0.242144801502698
"100","11260","Anchorage, AK",2012,133109742,5641260,319355,4699812,22197977,17.6645425936654,4.72316275629749,0.166764480694433
"101","11260","Anchorage, AK",2013,138003224,5557564,309888,4583444,22261023,17.9341052251136,4.85683320228195,0.161307992340817
"102","11260","Anchorage, AK",2014,143744088,170832,6453,4433397,24346293,26.4732682473268,5.49156617374893,0.169372482296455
"103","11260","Anchorage, AK",2015,33411905,5332568,311494,4206851,27694862,17.119328141152,6.58327618449049,0.828892037134668
"104","11460","Ann Arbor, MI",2006,27431385,4767866,397669,11208764,4655045,11.98953400944,0.41530404244393,0.169697775012089
"105","11460","Ann Arbor, MI",2007,28862232,4815567,390303,11505445,4989196,12.3380219982936,0.43363781235754,0.172862445288362
"106","11460","Ann Arbor, MI",2008,31864273,4924403,394195,12025530,3277985,12.4923020332577,0.272585491034491,0.102873365414613
"107","11460","Ann Arbor, MI",2009,32044963,4964746,399374,12182341,3650594,12.4313200158248,0.299662765965917,0.113920992824988
"108","11460","Ann Arbor, MI",2010,34897352,4888011,390292,12322268,5898707,12.5239846063973,0.478703027721845,0.169030217536276
"109","11460","Ann Arbor, MI",2011,35265445,4946727,387767,12903482,6709109,12.7569571417888,0.519945623979636,0.190245975912115
"110","11460","Ann Arbor, MI",2012,71134252,5338499,416663,13882095,7596845,12.8125103500911,0.547240528176763,0.10679587943091
"111","11460","Ann Arbor, MI",2013,77130338,5486149,413603,14024115,8151849,13.2642872513014,0.58127368464962,0.105689268469172
"112","11460","Ann Arbor, MI",2014,80972616,0,0,14034728,2126196,NA,0.151495347825765,0.0262582105535531
"113","11460","Ann Arbor, MI",2015,32044963,5900691,463647,13946572,6348412,12.7266886230257,0.455195154766347,0.198109512562083
"114","11500","Anniston-Oxford-Jacksonville, AL",2011,2012199,713115,52538,256086,214939,13.5733183600442,0.83932350850886,0.106817963829621
"115","11500","Anniston-Oxford-Jacksonville, AL",2012,1800908,634146,48775,294159,228272,13.0014556637622,0.776015692193678,0.126753837508635
"116","11500","Anniston-Oxford-Jacksonville, AL",2013,3779302,823228,50183,298444,197624,16.4045194587809,0.662181179718808,0.0522911373581683
"117","11500","Anniston-Oxford-Jacksonville, AL",2014,1991145,0,0,295135,0,NA,0,0
"118","11540","Appleton, WI",2006,6256599,1729228,114403,1135399,1025555,15.1152329921418,0.903255155236177,0.163915731214355
"119","11540","Appleton, WI",2007,6772280,1816987,118300,1181115,1080486,15.359146238377,0.9148016916219,0.159545382057446
"120","11540","Appleton, WI",2008,9074762,1913342,123880,1223978,1191587,15.4451243138521,0.973536289050947,0.131307796281599
"121","11540","Appleton, WI",2009,8738999,1975945,135300,1128958,1390774,14.6041759053954,1.23190942444272,0.159145687051801
"122","11540","Appleton, WI",2010,9600923,1979590,117438,1159533,1306135,16.8564689453158,1.12643193423559,0.136042649232787
"123","11540","Appleton, WI",2011,9305055,1937406,101452,1261119,1436478,19.096774829476,1.13905031959712,0.154376089125749
"124","11540","Appleton, WI",2012,15175602,2190764,109374,1277402,1410901,20.0300254173752,1.10450821276309,0.0929716659675181
"125","11540","Appleton, WI",2013,16637426,1831639,103817,1274139,1472857,17.6429582823622,1.15596257551178,0.0885267348446809
"126","11540","Appleton, WI",2014,15582140,0,0,1271282,1496009,NA,1.17677195146317,0.0960079295911858
"127","11540","Appleton, WI",2015,8738999,1911237,107452,1249880,1486916,17.7868908908164,1.18964700611259,0.170147175895088
"128","11700","Asheville, NC",2006,3829532,1038927,69022,1173581,754560,15.0521138187824,0.642955194400727,0.197037131430159
"129","11700","Asheville, NC",2007,4218578,1098714,80558,1509629,585915,13.6387944089972,0.388118537733443,0.138889218120419
"130","11700","Asheville, NC",2008,4914893,1118130,82995,1514407,842842,13.4722573649015,0.556549197144493,0.171487354862049
"131","11700","Asheville, NC",2009,5425484,1140892,75426,1650414,805343,15.1259777795455,0.487964232004818,0.1484370795306
"132","11700","Asheville, NC",2010,5253233,1063528,74508,1563567,828675,14.2740108444731,0.529990080373914,0.15774571582871
"133","11700","Asheville, NC",2011,5441366,1010889,71639,1493271,930933,14.1108753611859,0.623418656091225,0.171084429902344
"134","11700","Asheville, NC",2012,10018772,1008409,70532,1549745,829432,14.2971842567912,0.535205469286883,0.0827877907591869
"135","11700","Asheville, NC",2013,21366014,2567601,154787,1739689,1326915,16.5879628134146,0.76273115482135,0.0621040031144789
"136","11700","Asheville, NC",2014,19518395,0,0,1738755,151903,NA,0.0873630845058677,0.00778255589150645
"137","11700","Asheville, NC",2015,5425484,949550,64345,1458306,670025,14.7571683891522,0.459454325772506,0.123495894559822
"138","12020","Athens-Clarke County, GA",2006,2974977,814346,62099,1476472,1429717,13.1136733280729,0.96833329721119,0.480580858272182
"139","12020","Athens-Clarke County, GA",2007,3557120,852609,73682,1536693,1475037,11.5714692869358,0.959877477153862,0.414671700701691
"140","12020","Athens-Clarke County, GA",2008,4286580,840766,73520,1680110,1465506,11.4358813928183,0.87226788722167,0.341882339767367
"141","12020","Athens-Clarke County, GA",2009,11502508,1559711,185567,11276575,8702706,8.40510974472832,0.771750819730282,0.756592040622793
"142","12020","Athens-Clarke County, GA",2010,11001533,1609037,190862,11044871,9200924,8.43036853852522,0.833049476087136,0.836331082222814
"143","12020","Athens-Clarke County, GA",2011,9868866,1690943,188106,10940812,7808275,8.98930921926999,0.713683317106628,0.791202859578801
"144","12020","Athens-Clarke County, GA",2012,19470002,1735249,192127,12685708,8148413,9.03178106148537,0.64233017187531,0.418511153722532
"145","12020","Athens-Clarke County, GA",2013,23028331,1715860,198102,12804134,8200052,8.66149761234112,0.640422226134153,0.356085380221432
"146","12020","Athens-Clarke County, GA",2014,23296248,0,0,12302985,8775588,NA,0.713289335880683,0.376695337377933
"147","12020","Athens-Clarke County, GA",2015,11502508,1765228,191538,12989436,9290620,9.21607200659921,0.715244295441311,0.807703850325512
"148","12060","Atlanta-Sandy Springs-Roswell, GA",2006,357992659,44695922,2942317,150413797,109803954,15.1907228215043,0.730012513413248,0.306721244806308
"149","12060","Atlanta-Sandy Springs-Roswell, GA",2007,424428940,46713631,3055446,158568655,114674591,15.2886455856199,0.723185745631758,0.270185607513003
"150","12060","Atlanta-Sandy Springs-Roswell, GA",2008,457642162,53335319,3388172,162706561,119373315,15.7416208504173,0.733672411649091,0.260844224837833
"151","12060","Atlanta-Sandy Springs-Roswell, GA",2009,490433193,54756193,3450804,168423429,126154595,15.8676624346094,0.749032339200266,0.257230947661408
"152","12060","Atlanta-Sandy Springs-Roswell, GA",2010,505084148,54979961,3417000,157851358,130737216,16.0901261340357,0.828229909811736,0.258842445397831
"153","12060","Atlanta-Sandy Springs-Roswell, GA",2011,509754866,49873672,3085165,151484787,138185798,16.16564170798,0.912209078790202,0.271082842395074
"154","12060","Atlanta-Sandy Springs-Roswell, GA",2012,971644548,64951704,3721230,146068580,158831403,17.4543642827775,1.08737555331886,0.163466571522408
"155","12060","Atlanta-Sandy Springs-Roswell, GA",2013,1094205409,65946445,3732096,140642430,167442546,17.6700827095552,1.19055498401158,0.153026611477845
"156","12060","Atlanta-Sandy Springs-Roswell, GA",2014,1101635428,0,0,139398300,154285395,NA,1.10679538416179,0.140051228454138
"157","12060","Atlanta-Sandy Springs-Roswell, GA",2015,490433193,67332880,3816431,145445640,164619751,17.6428920108866,1.13183008442192,0.335661927760261
"158","12100","Atlantic City-Hammonton, NJ",2010,3109159,464962,36538,141727,0,12.7254365318299,0,0
"159","12100","Atlantic City-Hammonton, NJ",2011,3421373,452713,41041,140231,0,11.0307497380668,0,0
"160","12100","Atlantic City-Hammonton, NJ",2012,6929872,453575,35710,129630,0,12.7016241949034,0,0
"161","12100","Atlantic City-Hammonton, NJ",2013,6875618,503646,27103,115553,0,18.5826661255212,0,0
"162","12100","Atlantic City-Hammonton, NJ",2014,6992966,0,0,111634,0,NA,0,0
"163","12220","Auburn-Opelika, AL",2006,867379,325470,19194,82339,376141,16.9568615192248,4.56819975953072,0.433652417224766
"164","12220","Auburn-Opelika, AL",2007,918450,273269,16119,68543,360283,16.9532229046467,5.25630626030375,0.392272850998966
"165","12220","Auburn-Opelika, AL",2008,1440082,274135,15687,56501,360449,17.4752980174667,6.37951540680696,0.250297552500483
"166","12220","Auburn-Opelika, AL",2009,1440856,290821,20357,55056,327411,14.2860441125903,5.94687227550131,0.227233672205966
"167","12220","Auburn-Opelika, AL",2010,1407124,315201,19624,54351,314229,16.0620158988993,5.78147596180383,0.223312941858713
"168","12220","Auburn-Opelika, AL",2011,981487,455978,30214,60614,37779,15.0916131594625,0.623271851387468,0.0384915948963155
"169","12220","Auburn-Opelika, AL",2012,805616,608013,30007,58559,23241,20.2623721131736,0.396881777352755,0.0288487319020476
"170","12220","Auburn-Opelika, AL",2013,2189984,511167,31443,94890,88834,16.2569411315714,0.936178733270102,0.0405637666759209
"171","12220","Auburn-Opelika, AL",2014,1709200,0,0,106276,0,NA,0,0
"172","12220","Auburn-Opelika, AL",2015,1440856,620167,39053,115035,0,15.880137249379,0,0
"173","12260","Augusta-Richmond County, GA-SC",2006,3549943,751438,61614,955048,623681,12.1958970363878,0.653036287181377,0.175687609632042
"174","12260","Augusta-Richmond County, GA-SC",2007,3392869,647020,53982,879257,584646,11.9858471342299,0.664931868611794,0.172316113590003
"175","12260","Augusta-Richmond County, GA-SC",2008,3817222,679728,54884,930412,692059,12.3848116026529,0.743819942133162,0.181299122765194
"176","12260","Augusta-Richmond County, GA-SC",2009,3810773,714127,57094,665437,668969,12.5079167688374,1.00530779021906,0.175546798510433
"177","12260","Augusta-Richmond County, GA-SC",2010,3565381,678576,55758,634243,699381,12.1700204454966,1.10270196123568,0.196158839686418
"178","12260","Augusta-Richmond County, GA-SC",2011,4405946,613852,54982,738964,567653,11.1645993234149,0.768174092377978,0.128837938549406
"179","12260","Augusta-Richmond County, GA-SC",2012,8483570,643264,54900,737552,672531,11.7170127504554,0.911842148079051,0.0792745271153536
"180","12260","Augusta-Richmond County, GA-SC",2013,9046647,641818,54870,763753,666632,11.6970657918717,0.872837160705097,0.0736882957851677
"181","12260","Augusta-Richmond County, GA-SC",2014,9220242,0,0,885135,826941,NA,0.934254096832687,0.0896875591768633
"182","12260","Augusta-Richmond County, GA-SC",2015,3810773,714089,57306,809508,700831,12.4609813981084,0.865749319339648,0.183907831823097
"183","12420","Austin-Round Rock, TX",2006,128077124,17574580,1304082,35382434,5532082,13.4765911959524,0.156351086530678,0.0431933652726306
"184","12420","Austin-Round Rock, TX",2007,134393450,19645490,1424750,34039638,11697775,13.7887278469907,0.34365156879753,0.0870412583351346
"185","12420","Austin-Round Rock, TX",2008,172069433,20151241,1462174,37399219,13057234,13.7816983478027,0.34913119442414,0.0758835184864008
"186","12420","Austin-Round Rock, TX",2009,173150934,19785213,1458497,39438569,14149011,13.5654807654729,0.358760760310548,0.0817148985173825
"187","12420","Austin-Round Rock, TX",2010,174659231,18834001,1376414,35859512,0,13.6833837784271,0,0
"188","12420","Austin-Round Rock, TX",2011,181020672,19560324,1449394,34740271,17685222,13.4955188168297,0.509069776686543,0.097697250842158
"189","12420","Austin-Round Rock, TX",2012,330165204,20010153,1457519,35659489,20383449,13.7289139970045,0.57161360332449,0.061737120547688
"190","12420","Austin-Round Rock, TX",2013,368904877,19916464,1473699,36571533,21920054,13.5146077998289,0.599374765066589,0.059419257826727
"191","12420","Austin-Round Rock, TX",2014,373064135,0,0,34338026,23112153,NA,0.673077508881844,0.0619522243809365
"192","12420","Austin-Round Rock, TX",2015,173150934,22370760,1657127,34700250,23967827,13.4997257301341,0.690710499203896,0.138421586567936
"193","12540","Bakersfield, CA",2006,18428809,3922291,299574,6556472,3959790,13.0928952445806,0.603951332362893,0.214869555596349
"194","12540","Bakersfield, CA",2007,19419402,3886874,303825,6400875,4207513,12.793134205546,0.657334036362216,0.21666542563978
"195","12540","Bakersfield, CA",2008,21605100,3880266,305421,7029420,4510167,12.7046470282004,0.641612963800712,0.208754738464529
"196","12540","Bakersfield, CA",2009,21949114,4027324,317996,7578323,4820841,12.664700184908,0.63613559358713,0.219637157108027
"197","12540","Bakersfield, CA",2010,23648622,4147783,330547,7359432,4982262,12.5482397359528,0.676990017707888,0.21067874483342
"198","12540","Bakersfield, CA",2011,25397483,4122787,330249,6960041,5288105,12.4838742887942,0.759780725429635,0.208213743070524
"199","12540","Bakersfield, CA",2012,49476285,4294047,351094,7250325,6107646,12.2304767384233,0.842396168447621,0.123445929701472
"200","12540","Bakersfield, CA",2013,53313336,4593555,342389,6385634,5033122,13.4161874359281,0.788194562983096,0.0944064351928756
"201","12540","Bakersfield, CA",2014,51026718,0,0,6292652,4714628,NA,0.749227511707306,0.0923952820167662
"202","12540","Bakersfield, CA",2015,21949114,3860344,297104,5509080,4192462,12.9932414238785,0.761009460744807,0.19100825664307
"203","12580","Baltimore-Columbia-Towson, MD",2006,436250711,38570848,2789527,108978713,119021023,13.8270208533561,1.09214928056638,0.272827115231911
"204","12580","Baltimore-Columbia-Towson, MD",2007,471441051,40436125,2926134,110804704,125267979,13.8189587353142,1.13052943131367,0.265712921550398
"205","12580","Baltimore-Columbia-Towson, MD",2008,588374306,41698871,3071106,119593358,127073425,13.5778025896859,1.06254583971127,0.215973783532281
"206","12580","Baltimore-Columbia-Towson, MD",2009,619468524,42421007,3163387,125613254,127126759,13.4099959947992,1.01204892757575,0.205219077442585
"207","12580","Baltimore-Columbia-Towson, MD",2010,634155460,41550850,3166975,106111762,134616047,13.1200435747046,1.26862512187857,0.212276098671452
"208","12580","Baltimore-Columbia-Towson, MD",2011,635115717,41713283,3190189,110740611,139282588,13.0754895713075,1.2577372180112,0.219302694409624
"209","12580","Baltimore-Columbia-Towson, MD",2012,1208353712,53781545,3716483,113398271,139250192,14.4710859702574,1.22797456056451,0.115239594679211
"210","12580","Baltimore-Columbia-Towson, MD",2013,1302788853,57922592,3876183,108589995,140988594,14.943203661953,1.29835712765251,0.108220602037957
"211","12580","Baltimore-Columbia-Towson, MD",2014,1352499617,0,0,115221202,137782890,NA,1.19581194787397,0.101872775613511
"212","12580","Baltimore-Columbia-Towson, MD",2015,619468524,60192176,3917431,117297182,136319914,15.3652166432542,1.16217552438728,0.220059468267673
"213","12620","Bangor, ME",2006,1621908,569263,43134,749869,488406,13.1975471785598,0.651321764201481,0.301130520350106
"214","12620","Bangor, ME",2007,1779885,638259,46937,787775,549125,13.5982061060571,0.6970581701628,0.308517123297292
"215","12620","Bangor, ME",2008,2266758,576766,42157,824373,676082,13.6813815024788,0.820116621966028,0.298259452486767
"216","12620","Bangor, ME",2009,2414598,609110,45554,882264,723668,13.3711638934012,0.820239746833147,0.299705375387539
"217","12620","Bangor, ME",2010,2374425,657970,47718,900740,713555,13.7887170459785,0.792187534693696,0.300516967265759
"218","12620","Bangor, ME",2011,2381517,648279,49322,886554,821261,13.1438100644743,0.926351919905612,0.344847842782563
"219","12620","Bangor, ME",2012,2502461,674298,50892,1023085,895267,13.2495873614714,0.875066099102225,0.357754626345825
"220","12620","Bangor, ME",2013,4844354,614440,48279,1016068,852377,12.7268584684853,0.838897593468154,0.175952665721787
"221","12620","Bangor, ME",2014,2355064,0,0,954029,691025,NA,0.724322845531949,0.293420900663421
"222","12620","Bangor, ME",2015,2414598,602553,47210,888223,0,12.7632493115865,0,0
"223","12700","Barnstable Town, MA",2006,9125502,3445356,182826,701125,3141460,18.8450001640904,4.48059903726154,0.344250650539554
"224","12700","Barnstable Town, MA",2007,10620096,3449449,211681,778430,3537349,16.2955059736112,4.54420949860617,0.333080699082193
"225","12700","Barnstable Town, MA",2008,14765440,3751678,221735,797711,1050612,16.9196473267639,1.31703336170618,0.0711534502188895
