ntdid,year,mode,fares
4178,2015,DR,48670
4178,2015,MB,29709
4178,2015,VP,746711
4179,2008,MB,221150
4179,2009,MB,192793
4179,2010,MB,241571
4179,2011,MB,219140
4179,2012,MB,214512
4179,2013,MB,168413
4179,2014,MB,227854
4179,2015,MB,260076
4180,2009,DR,423789
4180,2009,MB,6639364
4180,2010,DR,446373
4180,2010,MB,6993179
4180,2011,DR,508013
4180,2011,MB,5410698
4180,2012,DR,11366
4180,2012,MB,6170049
4180,2013,DR,13194
4180,2013,MB,6281720
4180,2014,DR,17097
4180,2014,MB,6745361
4180,2015,DR,17585
4180,2015,MB,7297838
4181,2011,DR,NA
4181,2012,DR,71484
4181,2013,DR,78293
4181,2014,DR,75639
4181,2015,DR,NA
4182,2011,DR,0
4182,2011,MB,0
4182,2012,DR,0
4182,2012,MB,0
4182,2013,DR,0
4182,2013,MB,0
4182,2014,DR,0
4182,2014,MB,0
4182,2015,DR,0
4182,2015,MB,0
4183,2011,DR,NA
4183,2011,MB,NA
4183,2012,DR,0
4183,2012,MB,0
4183,2013,DR,NA
4183,2013,MB,NA
4183,2014,DR,NA
4183,2014,MB,NA
4183,2015,DR,0
4183,2015,MB,0
4184,2009,MB,NA
4184,2010,DR,11046
4184,2010,MB,52351
4184,2011,DR,17144
4184,2011,MB,55710
4184,2012,DR,22522
4184,2012,MB,61025
4184,2013,DR,32453
4184,2013,MB,55257
4184,2014,DR,33172
4184,2014,MB,54964
4184,2015,DR,31485
4184,2015,MB,61796
4185,2009,MB,327192
4185,2010,MB,451349
4185,2011,MB,511778
4185,2012,MB,538419
4185,2013,DR,NA
4185,2013,MB,562733
4185,2014,DR,50141
4185,2014,MB,568059
4185,2015,DR,48918
4185,2015,MB,614404
4186,2009,DR,8934
4186,2009,MB,283407
4186,2010,DR,12345
4186,2010,MB,86498
4186,2011,DR,15611
4186,2011,MB,101016
4186,2012,DR,14208
4186,2012,MB,123264
4186,2013,MB,128432
4186,2014,MB,128610
4186,2015,MB,133079
4187,2011,DR,48083
4187,2012,DR,56253
4187,2013,DR,70225
4187,2014,DR,70308
4187,2015,DR,NA
4188,2010,DR,24929
4188,2010,MB,260521
4188,2011,DR,63061
4188,2011,MB,123699
4188,2012,DR,0
4188,2012,MB,0
4188,2013,DR,NA
4188,2013,MB,NA
4188,2014,DR,NA
4188,2014,MB,NA
4188,2015,DR,NA
4188,2015,MB,NA
4190,2011,DR,NA
4190,2013,DR,3508503
4190,2014,DR,NA
4190,2015,DR,404337
4191,2011,DR,532251
4191,2011,MB,57061
4191,2011,VP,146640
4191,2013,DR,42774
4191,2013,MB,0
4191,2013,VP,0
4191,2014,DR,49081
4191,2014,MB,NA
4191,2014,VP,NA
4191,2015,DR,40941
4191,2015,MB,NA
4191,2015,VP,NA
4192,2011,DR,14990
4192,2011,MB,0
4192,2012,DR,23652
4192,2012,MB,0
4192,2013,DR,24474
4192,2013,MB,14370
4192,2014,DR,27306
4192,2014,MB,38598
4192,2015,DR,27630
4192,2015,MB,33476
4193,2012,MB,57932
4193,2013,MB,12863
4193,2014,MB,NA
4193,2015,MB,NA
4194,2012,DR,NA
4194,2012,MB,NA
4194,2013,DR,NA
4194,2013,MB,NA
4194,2014,DR,NA
4194,2014,MB,NA
4194,2015,DR,0
4194,2015,MB,0
4195,2012,DR,0
4195,2012,MB,0
4195,2013,DR,NA
4195,2013,MB,NA
4195,2014,DR,0
4195,2014,MB,0
4195,2015,DR,0
4195,2015,MB,0
4196,2012,VP,404092
4196,2013,VP,742308
4196,2014,VP,724930
4196,2015,VP,673070
4197,2011,DR,NA
4197,2011,MB,NA
4197,2012,MB,NA
4197,2013,MB,0
4197,2014,MB,NA
4197,2015,DR,0
4197,2015,MB,0
4198,2011,DR,NA
4198,2011,MB,NA
4198,2012,DR,NA
4198,2012,MB,NA
4198,2013,DR,0
4198,2013,MB,0
4198,2014,DR,NA
4198,2014,MB,NA
4198,2015,DR,NA
4198,2015,MB,NA
4199,2011,MB,NA
4199,2012,MB,NA
4199,2013,MB,0
4199,2014,DR,0
4199,2014,MB,0
4199,2015,DR,0
4199,2015,MB,0
4200,2011,VP,327667
4200,2012,VP,482678
4200,2013,VP,474203
4200,2014,VP,481614
4200,2015,VP,871775
4201,2012,DR,NA
4201,2012,MB,NA
4201,2013,DR,0
4201,2013,MB,0
4201,2014,DR,0
4201,2014,MB,0
4201,2015,DR,0
4201,2015,MB,0
4203,2012,VP,NA
4203,2013,VP,1270429
4203,2014,VP,773779
4203,2015,VP,303617
4204,2013,DR,NA
4204,2014,DR,NA
4204,2015,DR,334271
4205,2012,DR,70154
4205,2012,MB,6032
4205,2013,DR,58636
4205,2013,MB,1857
4205,2014,DR,NA
4205,2014,MB,NA
4205,2015,DR,NA
4205,2015,MB,NA
4206,2013,CB,188639
4206,2013,MB,NA
4206,2014,CB,181532
4206,2014,MB,NA
4206,2015,CB,NA
4206,2015,MB,NA
4208,2012,MB,NA
4208,2013,MB,NA
4208,2014,MB,0
4208,2015,MB,0
4209,2012,DR,50024
4209,2013,DR,63018
4209,2014,DR,52537
4209,2015,DR,51335
4209,2015,MB,NA
4210,2012,DR,65607
4210,2013,DR,64481
4210,2014,DR,57898
4210,2015,DR,NA
4212,2013,MB,3379
4213,2012,DR,18525
4213,2013,DR,27381
4213,2014,DR,32596
4213,2015,DR,NA
4214,2012,DR,16486
4214,2013,DR,10025
4214,2014,DR,NA
4214,2015,DR,NA
4215,2013,DR,NA
4215,2014,DR,NA
4215,2015,DR,NA
4217,2013,DR,3090
4217,2013,MB,17108
4217,2014,DR,1487
4217,2014,MB,17419
4217,2015,DR,12100
4217,2015,MB,12248
4218,2014,MB,NA
4218,2015,MB,NA
4220,2013,DR,549937
4220,2014,DR,NA
4220,2015,DR,NA
4221,2013,DR,NA
4221,2013,MB,10394
4221,2014,DR,NA
4221,2014,MB,NA
4221,2015,DR,NA
4221,2015,MB,NA
4223,2013,DR,NA
4223,2014,DR,44721
4223,2015,DR,NA
4224,2013,DR,76241
4224,2013,MB,16051
4224,2014,DR,81325
4224,2014,MB,14056
4224,2015,DR,81304
4224,2015,MB,14180
4225,2013,DR,415598
4225,2014,DR,103324
4225,2015,DR,103440
4226,2013,DR,339081
4226,2014,DR,NA
4226,2015,DR,16508
4227,2013,DR,741927
4227,2014,DR,NA
4227,2015,DR,NA
4228,2013,DR,16245
4228,2013,DT,64134
4228,2014,DR,NA
4228,2015,DR,147549
4228,2015,DT,NA
4229,2013,DR,6699
4229,2013,MB,38139
4229,2014,DR,5959
4229,2014,MB,50563
4229,2015,DR,NA
4229,2015,MB,NA
4230,2015,SR,NA
4231,2013,DR,142868
4231,2013,MB,2360
4231,2014,DR,NA
4231,2014,MB,NA
4231,2015,DR,29935
4231,2015,MB,3432
4232,2014,CR,371360
4232,2015,CR,2116764
4233,2013,MB,103742
4233,2014,MB,102132
4233,2015,MB,86510
4234,2013,MB,0
4234,2014,MB,NA
4234,2015,DR,0
4234,2015,MB,NA
4235,2014,DR,15591
4235,2014,MB,26130
4235,2015,DR,NA
4235,2015,MB,NA
4237,2014,DR,17591
4237,2015,DR,18929
4R01,2015,DR,1051946
4R02,2015,DR,808949
4R02,2015,MB,NA
4R02,2015,VP,NA
4R03,2015,DR,NA
4R04,2015,DR,NA
4R04,2015,MB,NA
4R05,2015,DR,NA
4R05,2015,MB,NA
4R06,2014,DR,17159
4R06,2014,MB,173386
4R06,2015,DR,1606187
4R06,2015,DT,8
4R06,2015,MB,230770
4R07,2015,CB,NA
4R07,2015,DR,NA
4R07,2015,MB,NA
4R08,2015,DR,NA
4R08,2015,MB,NA
4T01,2015,DR,NA
4T02,2015,MB,NA
4T03,2015,DR,NA
4T04,2015,DR,NA
5001,2006,DR,347968
5001,2006,MB,677587
5001,2007,DR,403065
5001,2007,MB,677421
5001,2008,DR,467602
5001,2008,MB,723985
5001,2009,DR,551471
5001,2009,MB,839303
5001,2010,DR,531054
5001,2010,MB,775081
5001,2011,DR,581101
5001,2011,MB,855377
5001,2012,DR,563171
5001,2012,MB,847730
5001,2013,DR,607893
5001,2013,MB,864964
5001,2014,DR,654735
5001,2014,MB,841274
5001,2015,DR,672891
5001,2015,MB,814025
5002,2006,DR,253521
5002,2006,MB,836604
5002,2007,DR,235569
5002,2007,MB,866396
5002,2008,DR,231194
5002,2008,MB,960750
5002,2009,DR,251730
5002,2009,MB,972466
5002,2010,DR,223772
5002,2010,MB,1016801
5002,2011,DR,198039
5002,2011,MB,983724
5002,2012,DR,246411
5002,2012,MB,947843
5002,2013,DR,186518
5002,2013,MB,914788
5002,2014,DR,173487
5002,2014,MB,1017708
5002,2015,DR,148904
5002,2015,MB,899771
5003,2006,DR,28388
5003,2006,LR,13234
5003,2006,MB,485935
5003,2007,DR,28023
5003,2007,LR,15661
5003,2007,MB,542162
5003,2008,DR,30740
5003,2008,LR,16440
5003,2008,MB,542073
5003,2009,DR,44577
5003,2009,LR,19999
5003,2009,MB,584908
5003,2010,DR,55850
5003,2010,LR,26698
5003,2010,MB,559916
5003,2011,DR,55833
5003,2011,MB,619568
5003,2011,SR,43249
5003,2012,DR,55584
5003,2012,MB,656790
5003,2012,SR,43745
5003,2013,DR,71724
5003,2013,MB,756118
5003,2013,SR,18421
5003,2014,DR,72814
5003,2014,MB,721809
5003,2014,SR,25432
5003,2015,DR,76758
5003,2015,MB,679172
5003,2015,SR,24283
5004,2006,DR,481249
5004,2006,MB,448747
5004,2007,DR,885861
5004,2007,MB,468227
5004,2008,DR,938374
5004,2008,MB,544852
5004,2009,DR,743298
5004,2009,MB,552234
5004,2010,DR,779897
5004,2010,MB,556565
5004,2011,DR,833787
5004,2011,MB,545960
5004,2012,DR,739122
5004,2012,MB,640512
5004,2013,DR,588836
5004,2013,MB,646955
5004,2014,DR,352457
5004,2014,MB,633582
5004,2015,DR,311696
5004,2015,MB,632438
5005,2006,DR,311177
5005,2006,MB,7912169
5005,2007,DR,326067
5005,2007,MB,8721876
5005,2008,DR,265225
5005,2008,MB,9083451
5005,2009,DR,326341
5005,2009,MB,9992237
5005,2010,DR,335877
5005,2010,MB,10737634
5005,2011,DR,319496
5005,2011,MB,11712963
5005,2012,DR,309782
5005,2012,MB,11970811
5005,2013,DR,303067
5005,2013,MB,12596966
5005,2014,DR,306867
5005,2014,MB,13012124
5005,2015,DR,311713
5005,2015,MB,12953527
5006,2006,DR,41037
5006,2006,MB,901485
5006,2007,DR,44121
5006,2007,MB,1073195
5006,2008,DR,61762
5006,2008,MB,1064930
5006,2009,DR,137140
5006,2009,MB,976656
5006,2010,DR,220024
5006,2010,MB,1007898
5006,2011,DR,170764
5006,2011,MB,1057071
5006,2012,CB,281398
5006,2012,DR,191651
5006,2012,MB,1144875
5006,2013,CB,275109
5006,2013,DR,83174
5006,2013,MB,1118502
5006,2014,CB,225114
5006,2014,DR,92921
5006,2014,MB,1155259
5006,2015,CB,194365
5006,2015,DR,105814
5006,2015,MB,1153093
5008,2006,DR,3343709
5008,2006,MB,43902564
5008,2006,VP,119606
5008,2007,DR,3577103
5008,2007,MB,43471679
5008,2007,VP,114737
5008,2008,DR,3473581
5008,2008,MB,45350770
5008,2008,VP,103445
5008,2009,DR,3596519
5008,2009,MB,41853204
5008,2009,VP,99003
5008,2010,DR,3397502
5008,2010,MB,41801404
5008,2010,VP,133938
5008,2011,DR,2665386
5008,2011,MB,43299857
5008,2012,DR,1854392
5008,2012,MB,42038171
5008,2013,CB,274255
5008,2013,DR,1767492
5008,2013,MB,40766634
5008,2014,CB,253675
5008,2014,DR,1545304
5008,2014,MB,39844570
5008,2015,CB,196308
5008,2015,DR,1422352
5008,2015,MB,35414972
5009,2006,DR,169543
5009,2006,MB,360982
5009,2007,DR,183744
5009,2007,MB,383949
5009,2008,DR,218419
5009,2008,MB,410797
5009,2009,DR,296450
5009,2009,MB,476075
5009,2010,DR,0
5009,2010,DT,329528
5009,2010,MB,578069
5009,2011,DT,424419
5009,2011,MB,683861
5009,2012,DT,489670
5009,2012,MB,537274
5009,2013,DT,442481
5009,2013,MB,489277
5009,2014,DT,465886
5009,2014,MB,484387
5009,2015,DT,486637
5009,2015,MB,460926
5010,2006,DR,467764
5010,2006,MB,3064344
5010,2007,DR,412442
5010,2007,MB,3343425
5010,2008,DR,470590
5010,2008,MB,3469604
5010,2009,DR,577405
5010,2009,MB,3255262
5010,2010,DR,547572
5010,2010,DT,77066
5010,2010,MB,3456866
5010,2011,CB,182960
5010,2011,DR,548552
5010,2011,DT,82250
5010,2011,MB,3476233
5010,2012,CB,208117
5010,2012,DR,684240
5010,2012,DT,28206
5010,2012,MB,3954224
5010,2013,CB,211026
5010,2013,DR,778354
5010,2013,MB,4009495
5010,2014,CB,217511
5010,2014,DR,591458
5010,2014,MB,4132714
5010,2015,CB,191122
5010,2015,DR,605615
5010,2015,MB,3631317
5011,2006,DR,226553
5011,2006,MB,889671
5011,2007,DR,243393
5011,2007,MB,1164719
5011,2008,DR,273399
5011,2008,MB,1391226
5011,2009,DR,260817
5011,2009,MB,1283417
5011,2010,DR,261520
5011,2010,MB,1319214
5011,2011,DR,258828
5011,2011,MB,1495107
5011,2012,DR,278992
5011,2012,MB,1385311
5011,2013,DR,271478
5011,2013,MB,1524304
5011,2014,DR,449523
5011,2014,MB,1723707
5011,2015,DR,617523
5011,2015,MB,1721131
5012,2006,DR,485625
5012,2006,MB,24024087
5012,2007,DR,477465
5012,2007,MB,24700235
5012,2008,DR,443776
5012,2008,MB,30022148
5012,2009,DR,438782
5012,2009,MB,29411355
5012,2010,DR,688568
5012,2010,MB,30561913
5012,2011,DR,717401
5012,2011,MB,29989089
5012,2012,DR,667812
5012,2012,MB,30624752
5012,2013,DR,727869
5012,2013,MB,29908841
5012,2014,DR,817445
5012,2014,MB,29521729
5012,2015,DR,871465
5012,2015,MB,28301195
5015,2006,DR,233237
5015,2006,HR,2524711
5015,2006,LR,1863946
5015,2006,MB,36381147
5015,2007,DR,351912
5015,2007,HR,5361001
5015,2007,LR,2201900
5015,2007,MB,35399434
5015,2008,DR,420028
5015,2008,HR,6288507
5015,2008,LR,2685208
5015,2008,MB,38379981
5015,2009,DR,705668
5015,2009,HR,5012774
5015,2009,LR,2506387
5015,2009,MB,42107298
5015,2010,DR,615127
5015,2010,HR,4065336
5015,2010,LR,2573873
5015,2010,MB,39897998
5015,2011,DR,627039
5015,2011,HR,6145359
5015,2011,LR,2965891
5015,2011,MB,40190603
5015,2012,DR,678121
5015,2012,HR,6489400
5015,2012,LR,2970307
5015,2012,MB,35208409
5015,2012,RB,4813838
5015,2013,DR,718862
5015,2013,HR,6682696
5015,2013,LR,3014938
5015,2013,MB,35711802
5015,2013,RB,5050510
5015,2014,DR,737933
5015,2014,HR,6380158
5015,2014,LR,2858145
5015,2014,MB,35405303
5015,2014,RB,5229022
5015,2015,DR,701518
5015,2015,HR,6513486
5015,2015,LR,2639255
5015,2015,MB,33193944
5015,2015,RB,4513567
5016,2006,DR,360619
5016,2006,MB,12845245
5016,2007,DR,377034
5016,2007,MB,12694406
5016,2008,DR,464040
5016,2008,MB,13520467
5016,2009,DR,517589
5016,2009,MB,13300319
5016,2010,DR,636593
5016,2010,MB,15430002
5016,2011,DR,658185
5016,2011,MB,17253042
5016,2012,DR,837992
5016,2012,MB,19283371
5016,2013,DR,883691
5016,2013,MB,19547666
5016,2014,DR,893585
5016,2014,MB,20158510
5016,2015,DR,868254
5016,2015,MB,19165487
5017,2006,DR,1030554
5017,2006,MB,5927014
5017,2006,TB,1536819
5017,2007,DR,1035011
5017,2007,MB,6437198
5017,2007,TB,1312400
5017,2008,DR,766081
5017,2008,MB,7811171
5017,2008,TB,1592522
5017,2009,DR,726861
5017,2009,MB,6716734
5017,2009,TB,1445052
5017,2010,DR,693985
5017,2010,MB,6873334
5017,2010,TB,1246226
5017,2011,DR,776052
5017,2011,MB,7436409
5017,2011,TB,1274688
5017,2012,DR,819158
5017,2012,MB,7578489
5017,2012,TB,1282831
5017,2013,DR,705671
5017,2013,MB,8000460
5017,2013,TB,1376868
5017,2014,DR,664491
5017,2014,MB,8021251
5017,2014,TB,1338338
5017,2015,DR,689900
5017,2015,MB,7171101
5017,2015,TB,1139802
5019,2006,DR,20453
5019,2006,MB,103199
5019,2007,DR,17678
5019,2007,MB,110127
5019,2008,DR,18532
5019,2008,MB,142611
5019,2009,DR,24034
5019,2009,MB,134258
5019,2010,DR,30223
5019,2010,MB,144985
5019,2011,DR,17177
5019,2011,MB,156882
5019,2012,DR,15116
5019,2012,MB,149164
5019,2013,DR,8820
5019,2013,MB,117388
5019,2014,DR,7970
5019,2014,MB,115767
5019,2015,DR,NA
5019,2015,MB,NA
5020,2006,DR,38251
5020,2006,MB,136320
5020,2007,DR,49989
5020,2007,MB,134076
5020,2008,DR,72984
5020,2008,MB,136776
5020,2009,DR,42705
5020,2009,MB,208501
5020,2010,DR,31451
5020,2010,MB,182379
5020,2011,DR,13138
5020,2011,MB,158907
5020,2012,DR,39423
5020,2012,MB,161470
5020,2013,DR,39656
5020,2013,MB,145985
5020,2014,DR,0
5020,2014,MB,155658
5020,2015,DR,0
5020,2015,MB,159259
5021,2006,DR,70646
5021,2006,MB,98692
5021,2007,DR,83689
5021,2007,MB,101588
5021,2008,DR,94024
5021,2008,MB,132402
5021,2009,DR,97877
5021,2009,MB,132228
5021,2010,DR,101613
5021,2010,MB,140962
5021,2011,DR,101061
5021,2011,MB,142821
5021,2012,DR,118132
5021,2012,MB,2300649
5021,2013,DR,530131
5021,2013,MB,2484412
5021,2014,DR,384637
5021,2014,MB,2544730
5021,2015,DR,398064
5021,2015,MB,2458149
5022,2006,DR,200795
5022,2006,MB,5527670
5022,2007,DR,248200
5022,2007,MB,5429674
5022,2008,DR,294114
5022,2008,MB,5792102
5022,2009,DR,363917
5022,2009,MB,5814117
5022,2010,DR,954110
5022,2010,MB,4885299
5022,2011,DR,1208049
5022,2011,MB,4083233
5022,2012,DR,1240252
5022,2012,MB,3680651
5022,2013,DR,1263797
5022,2013,MB,3553292
5022,2014,DR,1467391
5022,2014,MB,3417997
5022,2015,DR,1531075
5022,2015,MB,4966684
5024,2006,DR,27130
5024,2006,MB,952512
5024,2007,DR,33045
5024,2007,MB,813004
5024,2008,DR,35719
5024,2008,MB,628842
5024,2009,DR,38149
5024,2009,MB,675267
5024,2010,DR,136295
5024,2010,MB,658718
5024,2011,DR,132493
5024,2011,MB,755860
5024,2012,DR,94304
5024,2012,MB,867311
5024,2013,DR,98838
5024,2013,MB,929391
5024,2014,DR,100970
5024,2014,MB,945011
5024,2015,DR,96391
5024,2015,MB,921156
5025,2006,DR,39136
5025,2006,MB,1904336
5025,2007,DR,38514
5025,2007,MB,1948545
5025,2008,DR,36394
5025,2008,MB,2069661
5025,2009,DR,37908
5025,2009,MB,2027708
5025,2010,DR,39974
5025,2010,MB,1952424
5025,2011,DR,48736
5025,2011,MB,2355897
5025,2012,DR,51636
5025,2012,MB,2452281
5025,2013,DR,51648
5025,2013,MB,2456584
5025,2014,DR,55793
5025,2014,MB,2614086
5025,2015,DR,62195
5025,2015,MB,2752477
5026,2006,DR,25258
5026,2006,MB,183960
5026,2007,DR,28436
5026,2007,MB,198700
5026,2009,DR,42727
5026,2009,MB,243672
5026,2010,DR,47658
5026,2010,MB,225277
5026,2011,DR,49022
5026,2011,MB,253421
5026,2012,DR,51574
5026,2012,MB,279077
5026,2013,DR,53824
5026,2013,MB,294500
5026,2014,DR,52435
5026,2014,MB,310456
5026,2015,DR,55276
5026,2015,MB,302441
5027,2006,LR,8008330
5027,2006,MB,64800148
5027,2007,LR,8077906
5027,2007,MB,67303563
5027,2008,LR,8989861
5027,2008,MB,73238633
5027,2009,CR,269527
5027,2009,LR,9865515
5027,2009,MB,74087277
5027,2010,CR,2458233
5027,2010,LR,10361080
5027,2010,MB,74583495
5027,2011,CR,2670812
5027,2011,LR,10138583
5027,2011,MB,77110143
5027,2012,CR,2566862
5027,2012,LR,10307508
5027,2012,MB,78553929
5027,2013,CR,2602172
5027,2013,LR,9808579
5027,2013,MB,79159044
5027,2014,CR,2349875
5027,2014,LR,15405531
5027,2014,MB,75845786
5027,2015,CR,2475861
5027,2015,LR,22378852
5027,2015,MB,70110929
5028,2006,DR,232754
5028,2006,MB,779168
5028,2007,DR,253854
5028,2007,MB,886881
5028,2008,DR,262042
5028,2008,MB,981026
5028,2009,DR,274198
5028,2009,MB,1105332
5028,2010,DR,286726
5028,2010,MB,1172405
5028,2011,CB,84287
5028,2011,DR,316402
5028,2011,MB,1185970
5028,2012,CB,98604
5028,2012,DR,316068
5028,2012,MB,1275075
5028,2013,CB,108455
5028,2013,DR,316968
5028,2013,MB,1337021
5028,2014,CB,102008
5028,2014,DR,348386
5028,2014,MB,1349267
5028,2015,CB,98442
5028,2015,DR,381763
5028,2015,MB,1277156
5029,2006,DR,57796
5029,2006,MB,612597
5029,2007,DR,56827
5029,2007,MB,612639
5029,2008,DR,64308
5029,2008,MB,633094
5029,2009,DR,70497
5029,2009,MB,638009
5029,2010,DR,75939
5029,2010,MB,700249
5029,2011,DR,77371
5029,2011,MB,647483
5029,2012,DR,79314
5029,2012,MB,721946
5029,2013,DR,78370
5029,2013,MB,765736
5029,2014,DR,80721
5029,2014,MB,671508
5029,2015,DR,78716
5029,2015,MB,616081
5030,2006,DR,38027
5030,2006,MB,295541
5030,2007,DR,33589
5030,2007,MB,261050
5030,2008,DR,37409
5030,2008,MB,290740
5030,2009,DR,42439
5030,2009,MB,329832
5030,2010,DR,40637
5030,2010,MB,315831
5030,2011,DR,40976
5030,2011,MB,318463
5030,2012,DR,44424
5030,2012,MB,345258
5030,2013,DR,43370
5030,2013,MB,337071
5030,2014,DR,NA
5030,2014,MB,NA
5030,2015,DR,NA
5030,2015,MB,NA
5031,2006,DR,1040184
5031,2006,MB,10121712
5031,2007,DR,1364207
5031,2007,MB,10246404
5031,2008,DR,1111030
5031,2008,MB,11222028
5031,2009,DR,1077449
5031,2009,MB,11823530
5031,2010,DR,1015796
5031,2010,MB,12781e3
5031,2011,DR,1042111
5031,2011,MB,14240043
5031,2012,DR,1029867
5031,2012,MB,14133134
5031,2013,DR,958321
5031,2013,MB,12484186
5031,2014,DR,982467
5031,2014,MB,12088882
5031,2015,DR,948998
5031,2015,MB,12251180
5032,2006,DR,698039
5032,2006,MB,1981690
5032,2007,DR,991784
5032,2007,MB,2428313
5032,2008,DR,1118596
5032,2008,MB,2935100
5032,2009,DR,NA
5032,2009,MB,3315479
5032,2010,DR,1149262
5032,2010,MB,3333300
5032,2011,DR,961126
5032,2011,MB,4077575
5032,2012,DR,836984
5032,2012,MB,4810440
5032,2013,DR,616129
5032,2013,MB,4891319
5032,2014,DR,638833
5032,2014,MB,5016395
5032,2015,DR,618085
5032,2015,MB,5074828
5033,2006,DR,649231
5033,2006,MB,3392574
5033,2006,VP,15518
5033,2007,DR,625524
5033,2007,MB,3668525
5033,2007,VP,100148
5033,2008,DR,1003863
5033,2008,MB,3875365
5033,2008,VP,129442
5033,2009,DR,943891
5033,2009,MB,4283127
5033,2009,VP,116669
5033,2010,DR,818861
5033,2010,DT,18742
5033,2010,MB,4404701
5033,2010,VP,83986
5033,2011,DR,940921
5033,2011,DT,19671
5033,2011,MB,4992338
5033,2011,VP,96430
5033,2012,DR,846827
5033,2012,DT,9044
5033,2012,MB,5501676
5033,2012,VP,138823
5033,2013,DR,845336
5033,2013,MB,5854338
5033,2013,VP,188135
5033,2014,DR,814594
5033,2014,MB,9050678
5033,2014,RB,20516
5033,2014,VP,227012
5033,2015,DR,1017576
5033,2015,MB,8260827
5033,2015,RB,537385
5033,2015,VP,221927
5034,2006,DR,162943
5034,2006,MB,263011
5034,2007,DR,178554
5034,2007,MB,349867
5034,2008,DR,139060
5034,2008,MB,372815
5034,2009,DR,125059
5034,2009,MB,393050
5034,2010,DR,107460
5034,2010,MB,379039
5034,2011,DR,103288
5034,2011,MB,371699
5034,2012,DR,85887
5034,2012,DT,6541
5034,2012,MB,374560
5034,2013,DR,87833
5034,2013,DT,5669
5034,2013,MB,359190
5034,2014,DR,77361
5034,2014,DT,22025
5034,2014,MB,375922
5034,2015,DR,44640
5034,2015,DT,26568
5034,2015,MB,397615
5035,2006,DR,529702
5035,2006,MB,1502367
5035,2006,VP,0
5035,2007,DR,571582
5035,2007,MB,1569013
5035,2007,VP,0
5035,2008,DR,526469
5035,2008,MB,1722075
5035,2008,VP,0
5035,2009,DR,566624
5035,2009,MB,1642928
5035,2009,VP,0
5035,2010,DR,632922
5035,2010,MB,2141064
5035,2010,VP,0
5035,2011,DR,579373
5035,2011,MB,2370657
5035,2011,VP,0
5035,2012,DR,587521
5035,2012,MB,2428587
5035,2012,VP,NA
5035,2013,DR,540507
5035,2013,MB,2417646
5035,2013,VP,NA
5035,2014,DR,520979
5035,2014,MB,2469103
5035,2015,DR,562732
5035,2015,MB,2431551
5036,2006,DR,666602
5036,2006,MB,3328804
5036,2007,DR,707715
5036,2007,MB,3440293
5036,2008,DR,816648
5036,2008,MB,6554844
5036,2009,DR,872368
5036,2009,MB,6733978
5036,2010,DR,855771
5036,2010,MB,6705267
5036,2011,DR,851398
5036,2011,MB,6581536
5036,2012,DR,1159762
5036,2012,MB,6917544
5036,2013,DR,1045371
5036,2013,MB,6453019
5036,2014,DR,1433674
5036,2014,MB,7552704
5036,2015,DR,1129235
5036,2015,MB,6729165
5037,2006,DR,18877
5037,2006,MB,245831
5037,2007,DR,19561
5037,2007,MB,276790
5037,2008,DR,26296
5037,2008,MB,345049
5037,2009,DR,26651
5037,2009,MB,497840
5037,2010,DR,26257
5037,2010,MB,482185
5037,2011,DR,41908
5037,2011,MB,555292
5037,2012,DR,55501
5037,2012,MB,528028
5037,2013,DR,74625
5037,2013,MB,478573
5037,2014,DR,74435
5037,2014,MB,434856
5037,2015,DR,76086
5037,2015,MB,418932
5038,2006,DR,96250
5038,2007,DR,89053
5038,2011,DR,61095
5038,2012,DR,60336
5038,2013,DR,0
5038,2014,DR,NA
5038,2014,MB,NA
5038,2015,DR,NA
5038,2015,MB,NA
5039,2006,DR,77257
5039,2006,MB,459237
5039,2007,DR,86836
5039,2007,MB,520916
5039,2008,DR,102646
5039,2008,MB,629858
5039,2009,DR,99640
5039,2009,MB,811491
5039,2010,DR,82434
5039,2010,MB,810542
5039,2011,DR,74928
5039,2011,MB,759218
5039,2012,DR,81298
5039,2012,MB,780865
5039,2013,DR,91939
5039,2013,MB,576470
5039,2014,DR,99322
5039,2014,MB,798526
5039,2015,DR,98160
5039,2015,MB,702215
5040,2006,DR,420586
5040,2006,MB,2907408
5040,2007,DR,456867
5040,2007,MB,2849722
5040,2008,DR,481239
5040,2008,MB,2796746
5040,2009,DR,513201
5040,2009,MB,3137393
5040,2010,DR,174467
5040,2010,DT,371568
5040,2010,MB,3710019
5040,2011,CB,89671
5040,2011,DR,177514
5040,2011,DT,393847
5040,2011,MB,4356182
5040,2012,CB,375722
5040,2012,DR,188804
5040,2012,DT,466505
5040,2012,MB,4633580
5040,2012,VP,29150
5040,2013,CB,877772
5040,2013,DR,217763
5040,2013,DT,574882
5040,2013,MB,4312055
5040,2013,VP,193600
5040,2014,CB,1061476
5040,2014,DR,231466
5040,2014,DT,437616
5040,2014,MB,4189296
5040,2014,VP,NA
5040,2015,CB,1148290
5040,2015,DR,334609
5040,2015,DT,330105
5040,2015,MB,4137275
5040,2015,VP,398133
5041,2006,DR,59536
5041,2006,MB,110318
5041,2007,DR,48541
5041,2007,MB,99209
5041,2008,DR,55605
5041,2008,MB,114392
5041,2009,DR,50251
5041,2009,MB,110768
5041,2010,DR,49917
5041,2010,MB,106616
5041,2011,DR,52457
5041,2011,MB,125955
5041,2012,DR,51983
