ntdid,year,mode,revenue_miles,revenue_hours,upt
5059,2009,DR,311490,24291,51036
5059,2009,MB,1256002,101186,1644631
5060,2009,DR,344416,38762,136647
5060,2009,MB,2735873,232746,9975213
5061,2009,DR,178145,14010,33930
5061,2009,MB,941746,66901,1257409
5066,2009,HR,12262151,672869,202569039
5066,2009,MB,67442222,7008308,318672798
5088,2009,DR,229716,19462,65768
5088,2009,MB,550532,39034,452605
5090,2009,DR,87356,8900,23565
5090,2009,MB,230973,18056,263376
5091,2009,DR,251065,15569,28140
5091,2009,MB,540514,38738,794121
5092,2009,DR,183074,12197,39868
5092,2009,MB,978883,62466,1584502
5095,2009,DR,288091,21396,45538
5095,2009,MB,871127,44112,556760
5096,2009,DR,135327,13151,32299
5096,2009,MB,1307230,81814,1213120
5099,2009,DR,470021,34855,75161
5099,2009,MB,681865,49405,951405
5102,2009,DR,29676,1810,8498
5102,2009,MB,345845,22529,188884
5103,2009,DR,36353,4666,10613
5104,2009,CR,776098,21858,3885073
5108,2009,DR,31651,2811,8032
5108,2009,MB,454166,28979,442602
5109,2009,DR,15700,822,2309
5109,2009,MB,326023,20885,312832
5110,2009,DR,168812,16217,28886
5110,2009,MB,963264,89855,3027877
5113,2009,DR,4908675,322207,1234527
5113,2009,MB,20685145,1479917,29296943
5113,2009,VP,9615683,318517,1809752
5117,2009,DR,2072347,113338,282819
5117,2009,MB,769967,43243,533433
5118,2009,CR,6862578,229821,71767204
5119,2009,DR,1915836,145861,261511
5119,2009,MB,14705468,1017915,38603132
5131,2009,DR,311462,20745,69266
5132,2009,DR,386056,35004,153800
5132,2009,MB,54600,4196,18904
5138,2009,DR,334289,29950,80434
5141,2009,AG,264373,45564,1941501
5143,2009,MB,119744,7038,28844
5145,2009,DR,679918,70459,179444
5146,2009,DR,1147832,73706,176723
5146,2009,MB,3251620,183467,2265542
5146,2009,VP,1959849,46088,315256
5148,2009,DR,2166512,135780,515338
5148,2009,MB,521928,35089,681478
5149,2009,DR,284732,19358,124195
5149,2009,MB,445221,28064,192864
5154,2009,DR,3570280,250315,669291
5154,2009,MB,7185673,409256,11180194
5154,2009,VP,1221948,28781,193480
5155,2009,DR,9920942,608597,1237570
5157,2009,DR,199425,14791,24664
5158,2009,MB,956205,100265,5927027
5159,2009,DR,71406,6530,15914
5159,2009,MB,832905,55561,617748
5160,2009,DR,1088902,49624,90051
5160,2009,MB,255884,8778,106458
5161,2009,DR,746131,44813,71880
5161,2009,MB,178965,6894,110852
5163,2009,DR,655518,29294,63964
5164,2009,DR,252464,25441,83444
5165,2009,DR,750345,38748,141459
5166,2009,DR,1107356,57373,96323
5166,2009,MB,177727,8060,57011
5167,2009,DR,147430,10459,16530
5168,2009,DR,494457,28998,61441
5169,2009,DR,498974,25928,51971
5171,2009,DR,224007,18995,53334
5171,2009,MB,168736,11937,135579
5174,2009,DR,26574,1798,8811
5174,2009,MB,501018,26388,522062
5175,2009,DR,759625,34805,69733
5176,2009,DR,625839,41977,119825
5179,2009,DR,155879,9189,15907
5180,2009,DR,631531,31919,107867
5181,2009,DR,263263,25085,129982
5182,2009,DR,26036382,1811670,2785569
5183,2009,MB,235675,12356,82534
5184,2009,DR,407694,32487,95217
5184,2009,MB,388671,31008,218535
5186,2009,DR,52353,5390,5661
5189,2009,VP,1624357,34989,227893
6001,2009,DR,239301,16836,28324
6001,2009,MB,620322,40222,328602
6006,2009,DR,1997107,115253,244237
6006,2009,MB,6754308,535846,12179796
6007,2009,CR,251739,10809,1131618
6007,2009,DR,2833025,183703,395582
6007,2009,MB,4363699,362586,6364765
6008,2009,DR,13956454,805354,1482718
6008,2009,LR,763219,64652,11613720
6008,2009,MB,40799176,2794486,72795199
6008,2009,VP,10371616,323573,2619075
6009,2009,DR,227767,27226,48403
6009,2009,MB,1667833,149253,3987845
6010,2009,DR,722072,45171,107611
6010,2009,MB,1493041,115214,2674171
6011,2009,DR,9282071,480960,1078658
6011,2009,MB,20074293,1504307,43296328
6011,2009,VP,1196088,24220,125298
6012,2009,DR,205599,16007,30315
6012,2009,MB,764068,46139,636111
6013,2009,DR,107624,7781,22202
6013,2009,MB,242227,14556,126487
6014,2009,DR,189242,15524,39286
6014,2009,MB,798954,67972,1610151
6015,2009,DR,46698,5168,11420
6015,2009,MB,377051,33854,488500
6016,2009,DR,146606,10615,21801
6016,2009,MB,721500,52292,629836
6017,2009,DR,547013,31775,59588
6017,2009,MB,2786541,172567,2684087
6018,2009,DR,1988589,112692,231979
6018,2009,MB,2781349,176352,2688967
6019,2009,DR,1883005,104656,197547
6019,2009,MB,5028698,372538,10760389
6020,2009,FB,29483,14741,2046414
6022,2009,DR,614021,44019,70464
6022,2009,MB,2235772,154496,3729315
6024,2009,DR,412029,28120,39126
6024,2009,MB,2275182,151770,3068875
6025,2009,DR,119808,7128,15312
6025,2009,MB,529391,33383,820450
6026,2009,DR,46267,4545,10171
6026,2009,MB,793951,50631,1193421
6032,2009,DR,756031,59842,138049
6032,2009,LR,816890,105536,5342126
6032,2009,MB,3693001,295495,9988466
6033,2009,DR,580916,33444,69126
6033,2009,LR,53903,12087,119758
6033,2009,MB,2317039,161616,2343232
6038,2009,DR,182995,15865,28305
6038,2009,MB,669845,48264,1460059
6040,2009,DR,613066,47631,104497
6040,2009,MB,419957,30911,476924
6041,2009,DR,645058,42280,98097
6048,2009,DR,4325519,294034,702810
6048,2009,MB,13983692,1102635,38417485
6048,2009,VP,1476002,61828,318274
6049,2009,DR,231330,25303,58211
6049,2009,MB,466256,35973,656590
6051,2009,DR,1360943,67988,196617
6051,2009,FB,1860,545,11683
6051,2009,MB,2785415,205193,5064696
6051,2009,VP,25525,961,10178
6056,2009,CR,166898,7891,1607238
6056,2009,DR,7818699,455030,1038686
6056,2009,LR,2651881,126081,18965249
6056,2009,MB,27547241,2021031,42517272
6056,2009,VP,3294533,80354,880678
6059,2009,DR,1324727,67068,90645
6059,2009,MB,1995245,105314,1290739
6062,2009,DR,27818,5452,7355
6062,2009,MB,281098,29181,1327673
6068,2009,DR,133e3,12445,40915
6070,2009,DR,277701,21998,40239
6072,2009,DR,125279,9538,15123
6072,2009,MB,378216,24557,177959
6077,2009,DR,262656,22856,41805
6077,2009,MB,941658,78203,790373
6082,2009,DR,522259,29852,55738
6082,2009,MB,118872,6599,15740
6084,2009,VP,3661439,83544,535261
6086,2009,DR,181368,12655,27599
6086,2009,MB,272610,21358,197098
6088,2009,DR,353471,34139,70099
6088,2009,MB,1407608,93522,1981986
6090,2009,DR,135883,7699,19152
6090,2009,MB,729886,31986,81441
6091,2009,DR,1782853,115444,263083
6091,2009,MB,468873,32800,341556
6094,2009,DR,106045,7193,21420
6094,2009,MB,580977,39341,407988
6095,2009,DR,1226114,72477,159312
6095,2009,MB,445015,28895,261170
6096,2009,DR,162850,18144,35934
6096,2009,MB,403496,31142,1284038
6097,2009,DR,115854,7808,23875
6097,2009,MB,720981,47074,399482
6101,2009,DR,334897,26204,45848
6101,2009,MB,1310666,94922,2060146
6102,2009,DR,831746,56736,144535
6102,2009,MB,321192,18160,168647
6103,2009,DR,563623,30463,66793
6103,2009,MB,342598,17788,126302
6107,2009,DR,931236,58304,165392
6107,2009,MB,141203,7233,32375
6108,2009,DR,121500,15e3,13500
6108,2009,MB,37376,3212,16352
6110,2009,DR,441382,32519,49181
6110,2009,MB,316680,15600,76660
6111,2009,CR,318168,8518,1083003
7001,2009,DR,362099,22137,57159
7001,2009,MB,1443148,105703,1733188
7002,2009,DR,563321,38578,76120
7002,2009,MB,4033222,292650,4039585
7003,2009,DR,116373,7929,16158
7003,2009,MB,1086401,76572,1458164
7005,2009,DR,3832915,232338,450525
7005,2009,MB,8276459,615523,15004166
7005,2009,VP,442257,10230,59572
7006,2009,DR,4903975,322410,665137
7006,2009,LR,3387786,137303,19423931
7006,2009,MB,16932469,1246146,32653904
7007,2009,DR,27253,3665,4932
7007,2009,MB,344311,18109,178609
7008,2009,DR,424186,33725,95658
7008,2009,MB,888917,69278,1156975
7009,2009,DR,121535,10085,27631
7009,2009,MB,737284,56683,1125511
7010,2009,DR,1016531,67997,215136
7010,2009,MB,2443408,184626,4513648
7010,2009,VP,2119119,48442,312696
7011,2009,DR,236142,18652,60626
7011,2009,MB,304376,27342,293252
7012,2009,DR,120116,12551,35960
7012,2009,MB,612625,45411,1157470
7013,2009,DR,450620,30204,82675
7013,2009,MB,579718,35208,467772
7014,2009,DR,595622,31431,108478
7014,2009,MB,946955,67604,1550279
7015,2009,DR,2103120,113200,334105
7015,2009,MB,1593959,103786,2170346
7016,2009,DR,105162,12862,34476
7016,2009,MB,662464,64648,2263406
7018,2009,DR,260156,24982,74555
7018,2009,MB,720320,55140,1983738
7019,2009,DR,62974,9728,10698
7019,2009,MB,730461,69294,3989584
7030,2009,DR,75807,5829,11522
7030,2009,MB,180986,15333,536319
7032,2009,MB,830538,69404,387287
7033,2009,DR,250435,22545,50169
7033,2009,MB,580186,45128,499017
7035,2009,DR,760404,40556,108773
7035,2009,MB,1150374,54736,470195
7041,2009,DR,32080,2678,10208
7041,2009,MB,1092321,103918,4991935
7043,2009,DR,184583,12689,48617
7043,2009,MB,355297,22860,333713
7044,2009,MB,93917,10619,431736
8001,2009,CR,749997,36270,1322453
8001,2009,DR,2928929,211369,500435
8001,2009,LR,1200285,96314,13385148
8001,2009,MB,16777762,904282,20657019
8001,2009,VP,7800016,182763,1353922
8002,2009,DR,604836,50375,127075
8002,2009,MB,719108,53749,927282
8003,2009,DR,337982,24445,57428
8003,2009,MB,625507,50464,1479646
8004,2009,DR,164146,16957,59976
8004,2009,MB,554716,38042,675340
8005,2009,DR,1463898,119577,237805
8005,2009,MB,3168664,176390,3152990
8005,2009,VP,634976,12203,45590
8006,2009,DR,9597898,692280,1223751
8006,2009,LR,3372043,175593,19759388
8006,2009,MB,38245478,2737439,77222047
8007,2009,DR,263758,19552,49446
8007,2009,MB,559144,33362,904693
8008,2009,DR,260233,40030,61630
8008,2009,MB,381873,25699,271704
8009,2009,DR,100136,7972,20164
8009,2009,MB,635552,42424,828887
8010,2009,DR,142907,13750,26163
8010,2009,MB,388743,30105,529791
8011,2009,DR,272127,23462,41718
8011,2009,MB,791627,73121,1904229
8012,2009,DR,131136,12048,26816
8012,2009,MB,416660,30395,369472
8013,2009,DR,221483,19564,53361
8013,2009,MB,211330,19710,118849
8014,2009,DR,233319,26362,71780
8014,2009,MB,240400,17200,231150
8016,2009,DR,80627,4942,9485
8016,2009,MB,739953,46765,859193
8019,2009,DR,640881,46218,170251
8019,2009,MB,313080,19643,131601
8020,2009,DR,139258,9313,25065
8020,2009,MB,366568,24769,255348
8025,2009,DR,44238,3057,9890
8025,2009,MB,156132,9180,145805
8028,2009,DR,98420,9169,25457
8028,2009,MB,823317,53303,1792273
8106,2009,VP,1848807,64260,168386
8107,2009,MB,120300,7560,338168
8108,2009,VP,1276673,31886,151228
9001,2009,DR,1415581,90839,238242
9001,2009,MB,3205292,260447,8449134
9002,2009,DR,4999735,346282,840763
9002,2009,FB,63584,2910,73695
9002,2009,MB,18462001,1398821,77329670
9003,2009,HR,9542428,273109,114654578
9004,2009,DR,452716,31480,63820
9004,2009,MB,3574608,286516,7514503
9006,2009,DR,480711,44224,93279
9006,2009,MB,3309215,223766,6026920
9007,2009,DR,535408,40205,111945
9007,2009,MB,1817912,140701,3478032
9008,2009,DR,70640,8509,24306
9008,2009,MB,5316228,499054,21982399
9009,2009,DR,2920204,208649,332138
9009,2009,MB,7307914,654940,15549074
9010,2009,DR,332022,16241,76865
9010,2009,MB,2050138,165259,4280440
9012,2009,DR,515983,30332,79010
9012,2009,MB,3468966,243343,4728186
9013,2009,DR,7582636,445885,1067115
9013,2009,LR,2105814,136514,10754161
9013,2009,MB,15984697,1290216,34778402
9014,2009,DR,6197824,391601,686390
9014,2009,MB,22052467,1896545,60468401
9015,2009,CC,344151,145320,7912601
9015,2009,DR,3916932,331777,1140049
9015,2009,LR,4115488,462556,50744862
9015,2009,MB,12472586,1429847,95190296
9015,2009,TB,6593500,979836,72142492
9016,2009,DR,1023965,58932,113808
9016,2009,FB,187077,13860,1949035
9016,2009,MB,5449411,351608,7209508
9017,2009,DR,265062,22975,52863
9017,2009,MB,1091417,90632,2858142
9019,2009,DR,2825772,170437,304280
9019,2009,LR,1606143,81699,17315017
9019,2009,MB,7244031,652027,17735397
9020,2009,DR,438319,26803,48635
9020,2009,MB,2833482,210380,8399931
9022,2009,DR,72579,6784,26934
9022,2009,MB,1371738,105132,2941545
9023,2009,DR,249390,11289,52674
9023,2009,MB,7031434,678363,29746377
9024,2009,DR,114514,9857,45620
9026,2009,DR,3368132,197853,503153
9026,2009,LR,3222076,165154,36928284
9026,2009,MB,18032044,1631294,50904546
9027,2009,DR,1119986,104318,234423
9027,2009,MB,4690193,372809,14062016
9028,2009,DR,155215,14979,31083
9028,2009,FB,212127,7903,555950
9028,2009,MB,1927893,102452,1658607
9029,2009,DR,2548417,164912,442449
9029,2009,MB,8277939,637776,15010345
9030,2009,CR,257404,6366,1501619
9030,2009,DR,1160029,58150,123701
9030,2009,LR,481863,21799,2195373
9030,2009,MB,5745711,425029,8747458
9031,2009,DR,3651814,177980,360963
9031,2009,MB,7774279,507337,7965801
9032,2009,DR,4595783,341858,533008
9032,2009,MB,20269740,1564436,50570664
9033,2009,DR,3262708,253417,468895
9033,2009,MB,7707057,592737,21575374
9034,2009,DR,425845,33900,96134
9034,2009,MB,98760,8735,113382
9035,2009,DR,494424,38192,82655
9035,2009,MB,1732855,140077,3568028
9036,2009,DR,10382230,678340,1464730
9036,2009,MB,23595385,1891834,64353673
9036,2009,VP,5362833,119762,792507
9039,2009,DR,36230,3761,17079
9039,2009,MB,1450890,135466,6176181
9041,2009,DR,103171,7863,59134
9041,2009,MB,2671012,245707,9115391
9042,2009,DR,82296,12729,29446
9042,2009,MB,1635598,114057,4246325
9043,2009,DR,61927,4179,8247
9043,2009,MB,242678,18150,673656
9044,2009,DR,235414,25163,109149
9045,2009,DR,8292916,538005,1026178
9045,2009,MB,17106688,1509032,66100239
9050,2009,DR,218421,17974,48141
9050,2009,MB,475944,31143,477032
9052,2009,DR,216918,16041,63122
9052,2009,MB,216681,18106,165505
9061,2009,DR,271661,21284,63611
9061,2009,MB,870427,53714,985081
9062,2009,DR,1066952,58626,113829
9062,2009,MB,3560494,224920,4399711
9078,2009,DR,1394496,86614,177518
9078,2009,MB,3109876,267165,4071296
9079,2009,DR,639347,49732,90025
9079,2009,MB,2358817,184357,3592703
9086,2009,DR,573250,40826,151015
9087,2009,DR,114418,8204,22858
9087,2009,MB,787138,51393,1163910
9088,2009,DR,170060,16560,39378
9088,2009,MB,1036954,80372,747718
9089,2009,DR,487699,31486,39350
9089,2009,MB,1725483,95713,1403027
9090,2009,DR,199896,12037,18209
9090,2009,MB,2200745,104753,1811716
9091,2009,DR,142857,9640,31014
9091,2009,MB,1382919,100028,1553415
9092,2009,DR,273158,16044,28368
9092,2009,MB,1680148,78152,982682
9093,2009,DR,407771,26758,79016
9093,2009,MB,690704,41535,821731
9095,2009,VP,14325196,307915,2229533
9119,2009,MB,168556,19081,543361
9121,2009,DR,287058,16257,33465
9121,2009,MB,2571727,153852,3028623
9131,2009,MB,413272,82370,591051
9132,2009,DR,362565,24341,35488
9134,2009,CR,1414274,40653,11359225
9134,2009,MB,1030684,113621,1564277
9136,2009,DR,2090445,137604,262364
9136,2009,MB,6336686,452002,9863450
9137,2009,DR,79989,7918,19336
9140,2009,DR,217195,15709,38978
9142,2009,MB,718701,69913,3423717
9144,2009,DR,382848,29742,67070
9144,2009,MB,2017218,139304,2195408
9146,2009,MB,11483353,767128,14283970
9147,2009,DR,3343869,287282,1001347
9147,2009,MB,7898332,718610,30443037
9148,2009,DR,595472,37219,104474
9148,2009,MB,1667559,98564,1241185
9149,2009,DR,79789,8907,21019
9149,2009,MB,395625,25504,274263
9150,2009,FB,78037,6345,542760
9151,2009,CR,2472149,61015,12241830
9154,2009,HR,1331725,60410,46891008
9154,2009,LR,4004178,167728,46027518
9154,2009,MB,88535683,7513897,386029758
9154,2009,VP,17949029,389527,2487304
9156,2009,MB,378766,34019,1032232
9157,2009,DR,27678137,1570425,2812307
9159,2009,DR,214054,15180,40431
9159,2009,MB,1553516,85981,1376779
9161,2009,DR,89922,9478,18776
9161,2009,MB,456744,39626,463577
9162,2009,DR,668541,49415,122643
9162,2009,MB,2423361,161184,2699737
9164,2009,DR,337171,29670,206051
9164,2009,MB,1404594,50701,785806
9165,2009,DR,473019,33704,71664
9165,2009,MB,195023,12668,185681
9166,2009,DR,3904665,342816,1293704
9166,2009,MB,5414577,492264,11227248
9168,2009,DR,142274,13328,35499
9168,2009,MB,637846,42179,402727
9169,2009,VP,6120814,147969,1264707
9171,2009,DR,558401,35971,82635
9171,2009,MB,3011393,167974,4128207
9172,2009,MB,7025281,586011,9165971
9173,2009,DR,558735,35646,150618
9173,2009,MB,1466624,81414,1189281
9175,2009,DR,246027,26866,52921
9175,2009,MB,262825,21059,242091
9176,2009,VP,3896132,111638,696037
9182,2009,CR,126252,4284,797328
9192,2009,DR,292593,24558,29947
9192,2009,MB,925029,30794,331240
9193,2009,MB,1241841,117820,3601503
9196,2009,DR,102696,13673,24113
9196,2009,MB,1247383,56538,906312
9196,2009,VP,242871,5333,32883
9198,2009,DR,91135,5820,20283
9198,2009,MB,366018,23983,555630
9200,2009,DR,138823,14393,38805
9200,2009,MB,756514,57384,911059
9200,2009,VP,4471590,87356,583973
9201,2009,DR,44629,3427,13653
9201,2009,MB,177759,14193,109528
9205,2009,DR,196645,17408,33163
9205,2009,MB,1029708,64812,1313630
9206,2009,DR,386990,18484,29181
9206,2009,MB,926014,31071,552782
9208,2009,DR,429289,41216,106120
9208,2009,MB,1053539,67005,1285013
9209,2009,LR,689731,48183,5580857
9211,2009,MB,666377,90148,2868934
9212,2009,DR,193380,12006,35954
9212,2009,MB,650054,31958,556433
9213,2009,DR,84097,8915,22300
9213,2009,MB,192531,15606,153357
9214,2009,DR,77228,7255,15401
9214,2009,MB,375239,30476,378133
9219,2009,DR,337139,25817,82670
9219,2009,MB,681515,50114,1142932
0001,2010,DR,9766934,672216,1177175
0001,2010,DT,525984,20232,80727
0001,2010,LR,59964,11178,520933
0001,2010,MB,32281667,2679114,88287797
0001,2010,TB,2903718,431474,20721095
0001,2010,VP,11368164,294929,2849585
0002,2010,DR,2592443,172744,517192
0002,2010,MB,5772668,414364,10710528
0002,2010,VP,907418,24198,208480
0003,2010,DR,3012725,201859,446451
0003,2010,MB,6959355,563093,14008691
0003,2010,VP,4542567,137821,825308
0005,2010,DR,518059,43791,113581
0005,2010,MB,1610119,129830,2289587
0006,2010,DR,413087,40994,87484
0006,2010,MB,778941,54850,1312116
0006,2010,VP,545236,12116,101768
0007,2010,DR,1205213,98764,179311
0007,2010,DT,760740,26087,94939
0007,2010,MB,3538936,282107,11362475
0007,2010,VP,271363,5497,31714
0008,2010,CR,118207,5424,306228
0008,2010,DR,6707251,484400,966929
0008,2010,DT,949495,36288,105776
0008,2010,LR,4211187,305050,42452640
0008,2010,MB,21187725,1778961,60508249
0011,2010,DR,311927,27250,42716
0011,2010,MB,1359887,90487,1375595
0012,2010,DR,1148703,84492,197756
0012,2010,MB,1909652,152547,4145569
0016,2010,DR,188355,20169,55858
0016,2010,MB,214702,16538,396145
0018,2010,DR,2112012,128571,432123
0018,2010,DT,425738,18941,81599
0018,2010,MB,2453253,132549,3299955
0018,2010,VP,4962648,109896,1261296
0019,2010,DR,841921,66380,152977
0019,2010,MB,2604577,193012,4313015
0019,2010,VP,2972366,79214,635090
0020,2010,DR,1425401,81029,308227
0020,2010,DT,4021,175,804
0020,2010,FB,44448,5869,444296
0020,2010,MB,1950161,104712,2877935
0020,2010,VP,1146414,37256,259696
0021,2010,DR,762520,55801,173891
0021,2010,DT,20684,938,2275
0021,2010,MB,1847124,135021,4886748
0021,2010,VP,528803,10128,53733
0022,2010,DR,521985,31125,107146
0022,2010,MB,270112,22667,448404
0023,2010,MO,50439,5068,1789137
0024,2010,DR,1253477,80555,218104
0024,2010,MB,3931152,256428,6317040
0024,2010,VP,78431,2395,17426
0025,2010,DR,3485995,233497,465112
0025,2010,MB,2019554,157480,4272534
0025,2010,VP,223173,4974,38080
0028,2010,FB,40697,5579,195859
0029,2010,DR,1778032,99012,217648
0029,2010,MB,8425138,499045,8979937
0029,2010,VP,4664437,81716,843551
0034,2010,DR,382639,25034,54118
0034,2010,MB,607922,33658,979124
0035,2010,FB,902801,126631,22614325
0040,2010,CR,254955,6643,2480052
0040,2010,LR,1427236,80802,7831905
0040,2010,MB,11424209,552860,13092785
0041,2010,AR,18920,1022,107550
0042,2010,DR,486266,36179,89815
0042,2010,MB,276529,16192,78430
0043,2010,DR,307694,21782,69954
0043,2010,MB,1716442,83964,959201
0044,2010,DR,358703,29492,74250
0044,2010,MB,732195,41780,544281
0044,2010,VP,734090,20203,87354
0045,2010,DR,149259,11509,21110
0045,2010,MB,430207,23198,383649
0046,2010,DR,113745,9823,16946
0046,2010,MB,503319,32538,289475
0047,2010,MB,373922,26949,700820
0049,2010,VP,1400658,29884,234816
0050,2010,DR,148197,13974,49524
0050,2010,MB,266086,20902,327904
0052,2010,VP,300378,8284,42104
0054,2010,FB,28410,1421,153620
1001,2010,DR,3496461,260123,502643
1001,2010,DT,763244,58711,114232
1001,2010,MB,8352120,628890,19543988
1002,2010,DR,69838,7878,13687
1002,2010,MB,431114,38642,446902
1003,2010,CR,4075526,138347,36909924
1003,2010,DR,16659e3,1217983,2095998
1003,2010,FB,304947,21722,1290556
1003,2010,HR,3856995,223844,139039529
1003,2010,LR,3252168,346281,65471593
1003,2010,MB,24659261,2364985,108128006
1003,2010,TB,646434,67506,3124729
1004,2010,DR,878075,79280,201771
1004,2010,MB,1382877,124509,2899634
1005,2010,DR,483528,36035,99247
1005,2010,MB,1149545,79919,1338893
1006,2010,DR,468043,48540,92707
1006,2010,MB,1226696,95524,1796243
1007,2010,DR,374272,42526,35679
1007,2010,DT,4570,278,4225
1007,2010,MB,820732,39715,510526
1008,2010,DR,2820219,179945,317733
1008,2010,MB,4176273,316627,10484920
