ntdid,year,mode,revenue_miles,revenue_hours,upt
4014,2012,DR,266625,27267,63132
4014,2012,MB,1035742,74105,843678
4014,2012,VP,1123292,20324,174907
4015,2012,DR,275647,20592,27313
4015,2012,MB,733008,47931,660648
4016,2012,DR,85096,8686,16671
4016,2012,MB,179555,13680,179038
4017,2012,DR,1380937,96441,162439
4017,2012,MB,2268839,191408,5058807
4018,2012,DR,3783569,226168,394141
4018,2012,DT,548316,49847,73908
4018,2012,MB,6869657,566036,16718127
4019,2012,DR,868117,49253,99107
4019,2012,MB,2885892,207987,3536847
4020,2012,DR,64248,8050,19560
4020,2012,MB,142344,20766,339447
4021,2012,DR,100457,7116,10386
4021,2012,MB,570364,34589,1006400
4022,2012,DR,6540564,365850,581476
4022,2012,HR,17661018,674278,72711487
4022,2012,MB,22803997,1876643,61596727
4023,2012,DR,134256,12596,19120
4023,2012,MB,509008,42304,718432
4024,2012,DR,217696,14671,32073
4024,2012,MB,895196,64365,1089968
4025,2012,DR,702935,53128,78906
4025,2012,FB,15748,7196,642082
4025,2012,MB,2432822,194214,3838975
4026,2012,DR,555608,38863,82193
4026,2012,MB,1263676,86926,1767086
4027,2012,DR,1439588,52301,139766
4027,2012,DT,1349031,44968,165632
4027,2012,MB,8877809,620760,13713027
4028,2012,DR,1139421,65302,102274
4028,2012,MB,2982647,180385,3754079
4028,2012,VP,225724,7590,39463
4029,2012,DR,6510257,392807,716393
4029,2012,MB,13675110,993637,37917735
4030,2012,DR,470191,27791,49526
4030,2012,MB,3297766,288112,10652169
4031,2012,DR,319132,27888,93046
4031,2012,MB,987379,69553,1104769
4032,2012,DR,2277953,146269,273983
4032,2012,DT,22714,1183,3991
4032,2012,MB,2352441,151270,3570329
4032,2012,VP,265927,6118,28114
4034,2012,DR,13585622,993257,1672361
4034,2012,HR,6819311,288095,18706102
4034,2012,MB,28838288,2412709,77858973
4034,2012,MG,1075378,105429,9102431
4035,2012,DR,9053387,563931,865185
4035,2012,MB,15337925,1020165,27271117
4035,2012,RB,149447,26715,913623
4035,2012,VP,1253435,29849,200144
4036,2012,DR,418339,31394,79224
4036,2012,MB,2140799,206543,4585634
4037,2012,DR,8714671,494627,907958
4037,2012,DT,402459,22978,28224
4037,2012,MB,7181914,414116,11579046
4038,2012,DR,413532,25840,49687
4038,2012,MB,1451900,104760,1473412
4040,2012,DR,4216775,209713,388283
4040,2012,MB,8839795,603438,11500899
4040,2012,MG,178399,15436,817153
4041,2012,DR,1226710,78595,128777
4041,2012,MB,7477638,586224,14314610
4041,2012,SR,67599,12561,306247
4042,2012,DR,1060647,71746,121556
4042,2012,MB,2718346,223692,2734046
4043,2012,DR,632370,50669,94153
4043,2012,MB,1301721,95561,1090135
4044,2012,DR,315305,21960,38690
4044,2012,MB,1122264,65482,997397
4045,2012,DR,109252,9120,16479
4045,2012,MB,267840,18720,282398
4046,2012,CB,117153,3750,25887
4046,2012,DR,1099244,92763,166282
4046,2012,MB,2681399,180137,2769639
4047,2012,DR,70684,6187,9234
4047,2012,MB,764370,66351,1789737
4049,2012,DR,218386,13320,40912
4049,2012,MB,203586,11352,68521
4051,2012,DR,308969,24252,62375
4051,2012,MB,1814635,158323,6881691
4053,2012,DR,71143,5544,9536
4053,2012,MB,654972,44e3,800965
4054,2012,DR,222535,19470,45564
4054,2012,MB,418560,31229,667518
4055,2012,DR,99104,9156,16651
4055,2012,MB,108496,8032,63343
4056,2012,DR,2189260,98999,182687
4056,2012,MB,623478,34736,231570
4057,2012,DR,194983,12855,33269
4057,2012,MB,570940,40108,655043
4058,2012,DR,125429,11409,24448
4058,2012,MB,438984,29093,1029272
4060,2012,DR,61110,5904,11831
4060,2012,MB,111061,10824,86302
4063,2012,DR,1549403,87587,441935
4063,2012,MB,1509077,80781,2061751
4063,2012,VP,1016559,21567,140622
4064,2012,DR,430983,36131,130103
4064,2012,MB,203163,12644,164056
4068,2012,DR,442928,37448,105323
4071,2012,DR,460966,28589,91839
4071,2012,MB,623258,43140,399805
4073,2012,DR,608013,30007,58559
4074,2012,DR,204529,11463,30918
4074,2012,DT,379389,22127,44307
4074,2012,MB,1210382,68728,956591
4077,2012,CR,2944042,97198,4005967
4077,2012,MB,745205,69157,935919
4078,2012,DR,490296,34322,60673
4078,2012,MB,2799176,159498,3785150
4080,2012,DR,109402,11137,12732
4080,2012,MB,207398,13799,137651
4081,2012,MB,194054,12275,326932
4082,2012,VP,1251641,31487,191499
4086,2012,DR,683611,137754,100892
4086,2012,MB,4510320,491562,10404341
4087,2012,DR,1428255,82875,188267
4087,2012,MB,2694208,190551,6313884
4088,2012,DR,1625553,95202,191901
4089,2012,DR,109989,5640,16202
4089,2012,MB,37670,4e3,34991
4092,2012,DR,302851,20294,27738
4092,2012,MB,1102432,64408,866618
4093,2012,DR,1558536,96188,224654
4093,2012,MB,2147944,168049,4662491
4094,2012,HR,1911697,103228,10909438
4094,2012,MB,740240,78671,1325288
4095,2012,DR,120001,10479,13555
4095,2012,MB,307650,22752,509644
4096,2012,DR,112265,7655,76784
4096,2012,MB,191153,10571,187987
4097,2012,DR,457996,29735,100646
4097,2012,MB,307313,21576,152561
4100,2012,CB,290605,9891,45824
4100,2012,DR,907739,44231,130545
4100,2012,MB,205063,13504,112782
4101,2012,MB,268603,21079,524277
4102,2012,DR,376061,19788,31532
4102,2012,MB,1078834,67323,916867
4103,2012,DR,1019234,67423,164047
4103,2012,DT,319725,17998,23866
4104,2012,DR,426885,28734,57549
4104,2012,MB,784926,40885,1063465
4105,2012,PB,27311924,2397467,32670471
4108,2012,DR,384948,15901,29170
4108,2012,MB,2207068,107738,1578598
4108,2012,VP,1099549,29400,350966
4110,2012,DR,591482,39371,72342
4110,2012,MB,2848262,207562,4832138
4111,2012,DR,577575,38650,148140
4112,2012,MB,148251,24541,930832
4114,2012,DR,35830,3220,2202
4114,2012,MB,19203,3475,26955
4115,2012,DR,10897,1400,1143
4115,2012,MB,39039,5200,143239
4117,2012,DR,23643,3420,8624
4117,2012,MB,26079,4910,32033
4120,2012,DR,74778,6791,15139
4120,2012,MB,437407,27666,422547
4121,2012,DR,11790,1158,1874
4121,2012,MB,17689,1645,32900
4122,2012,DR,37233,1920,3451
4122,2012,MB,44127,3360,9568
4123,2012,DR,9711,1137,1278
4123,2012,MB,14986,1554,13800
4124,2012,DR,49724,3950,6418
4124,2012,MB,37476,2900,5736
4125,2012,DR,13485,5515,462
4125,2012,MB,236479,69308,828240
4126,2012,DR,14495,2517,5284
4126,2012,MB,19382,3194,122975
4127,2012,DR,1257007,86666,107605
4127,2012,MB,674440,32614,525711
4128,2012,DR,704565,41766,87423
4128,2012,MB,432692,35361,179921
4129,2012,DR,952538,48434,116174
4129,2012,DT,75960,2702,2919
4129,2012,VP,129767,2943,32255
4130,2012,DR,198519,13568,19208
4130,2012,MB,1265947,78729,926372
4131,2012,DR,236927,23916,62656
4131,2012,MB,101245,5259,49665
4132,2012,DR,1033079,59067,115618
4132,2012,MB,405909,25880,219241
4133,2012,DR,1327166,78094,176190
4135,2012,CB,2670215,103937,1802443
4135,2012,VP,2335710,52855,309032
4137,2012,DR,8203,839,1786
4137,2012,MB,37520,6960,72720
4138,2012,DR,212246,17827,19394
4138,2012,MB,2038554,102561,2007139
4140,2012,DR,1224375,68001,115578
4140,2012,MB,1231778,67318,1207866
4141,2012,DR,533549,25408,57209
4141,2012,MB,1148398,95280,1568790
4143,2012,DR,534892,29380,47967
4143,2012,MB,468695,32017,231501
4144,2012,DR,175582,12397,25066
4144,2012,MB,253824,19391,240190
4145,2012,DR,13317,3546,3099
4145,2012,MB,18216,4465,66336
4146,2012,DR,137014,7247,18375
4146,2012,MB,168248,9604,72406
4147,2012,MB,648144,66594,2713231
4148,2012,DR,601732,32223,193669
4150,2012,DR,32808,4328,2189
4150,2012,MB,82395,9652,110976
4151,2012,DR,18552,4040,1240
4151,2012,MB,22275,4320,22560
4152,2012,VP,3139984,73178,547820
4153,2012,VP,3832267,93105,757493
4155,2012,DR,93813,9225,19274
4155,2012,MB,466125,23219,237132
4156,2012,DR,22052,1313,3536
4156,2012,MB,114372,6757,23788
4158,2012,DR,1525166,101876,167113
4158,2012,MB,408064,23147,296969
4159,2012,CB,121080,4942,121993
4159,2012,CR,203788,6822,279291
4159,2012,VP,1033785,22152,200413
4160,2012,MB,28560,2600,4320
4161,2012,DR,196810,8208,37893
4161,2012,MB,45486,2590,49774
4162,2012,DR,159235,11195,20516
4162,2012,MB,106157,6864,29511
4163,2012,DR,9067,300,484
4163,2012,MB,20762,900,3e4
4164,2012,DR,23425,2997,10660
4164,2012,MB,13476,2943,9984
4165,2012,DR,12628,801,674
4165,2012,MB,19072,5016,48141
4166,2012,DR,31201,2091,3949
4166,2012,MB,246575,15723,86705
4167,2012,MB,553188,31437,449920
4169,2012,VP,706483,15052,94668
4170,2012,DR,152398,14762,25095
4170,2012,MB,199912,19852,70094
4171,2012,DR,1490532,70323,165029
4172,2012,DR,987891,53479,125768
4172,2012,MB,376108,22574,154900
4173,2012,MB,1202331,38316,551167
4173,2012,VP,1061833,20988,262307
4174,2012,DR,37510,5880,3998
4174,2012,MB,181880,27598,80072
4175,2012,FB,201064,19172,1900073
4177,2012,MB,94924,14273,137968
4178,2012,VP,410572,9007,67815
4179,2012,MB,2197997,159628,2370943
4180,2012,DR,42584,11425,10009
4180,2012,MB,857611,108164,10876728
4181,2012,DR,451222,37029,41645
4182,2012,DR,60284,6930,13923
4182,2012,MB,85342,8010,196424
4183,2012,DR,27276,1935,6840
4183,2012,MB,10540,950,4104
4184,2012,DR,53239,5998,14335
4184,2012,MB,184816,14312,109372
4185,2012,MB,573714,35105,774384
4186,2012,DR,67159,4185,7104
4186,2012,MB,294275,18144,254098
4187,2012,DR,208110,11183,22396
4188,2012,DR,226563,26084,39878
4188,2012,MB,268892,20866,166663
4192,2012,DR,134403,8096,15244
4192,2012,MB,130122,11123,67173
4193,2012,MB,245622,20646,24498
4194,2012,DR,25993,4671,3750
4194,2012,MB,100099,15360,170564
4195,2012,DR,7510,528,1960
4195,2012,MB,35388,3680,68272
4196,2012,VP,713728,16e3,106368
4197,2012,MB,39057,8839,68323
4198,2012,DR,5356,527,4344
4198,2012,MB,20719,2240,32172
4199,2012,MB,NA,NA,NA
4200,2012,VP,1635840,41728,225536
4201,2012,DR,NA,NA,NA
4201,2012,MB,NA,NA,NA
4203,2012,VP,NA,NA,NA
4205,2012,DR,603199,37031,92306
4205,2012,MB,5795,550,7704
4208,2012,MB,517056,45236,1504570
4209,2012,DR,564033,27558,48100
4210,2012,DR,857716,50196,60380
4213,2012,DR,260583,19049,14700
4214,2012,DR,619396,31684,152997
5001,2012,DR,1149407,44100,143803
5001,2012,MB,1041357,65274,1133599
5002,2012,DR,411247,27321,60577
5002,2012,MB,1082320,74326,1523839
5003,2012,DR,112542,10610,23069
5003,2012,MB,858682,59207,1487238
5003,2012,SR,17621,2427,40128
5004,2012,DR,480566,39538,70518
5004,2012,MB,769318,54154,1152781
5005,2012,DR,1711661,95311,259945
5005,2012,MB,4822865,382454,14592214
5006,2012,CB,262434,7693,85100
5006,2012,DR,154593,12962,43092
5006,2012,MB,1102110,81789,1331989
5008,2012,DR,2778117,212871,500157
5008,2012,MB,15509683,1250009,45217284
5009,2012,DT,426741,27754,101971
5009,2012,MB,547817,38881,987696
5010,2012,CB,177525,6590,89699
5010,2012,DR,1427883,99566,202390
5010,2012,DT,225380,13034,39882
5010,2012,MB,3268450,270372,5140419
5011,2012,DR,1132028,55852,139994
5011,2012,MB,2119345,137484,2518906
5012,2012,DR,1258233,73299,162771
5012,2012,MB,9351070,713214,17390349
5015,2012,DR,4821868,322827,650060
5015,2012,HR,1989328,102597,6240495
5015,2012,LR,699039,46707,2856379
5015,2012,MB,12224802,1035774,33857969
5015,2012,RB,688062,73894,4629200
5016,2012,DR,3082210,159306,268960
5016,2012,MB,9689684,789004,18423352
5017,2012,DR,2112629,136318,234088
5017,2012,MB,5214128,336155,7358398
5017,2012,TB,881898,81813,2476333
5019,2012,DR,39029,3088,6572
5019,2012,MB,206141,13952,202e3
5020,2012,DR,32622,2301,7450
5020,2012,MB,253412,19750,296411
5021,2012,DR,773417,43056,119789
5021,2012,MB,833399,61719,1412486
5022,2012,DR,1877643,136241,300466
5022,2012,MB,2810556,271757,3114541
5024,2012,DR,384791,24918,46342
5024,2012,MB,1087130,81049,1811765
5025,2012,DR,217272,16467,26686
5025,2012,MB,1800663,135418,3261494
5026,2012,DR,51121,4112,7492
5026,2012,MB,303693,22353,436285
5027,2012,CR,515698,14173,700276
5027,2012,LR,2056473,144886,10498236
5027,2012,MB,22718347,1959561,69854994
5028,2012,CB,138562,4709,50313
5028,2012,DR,503729,39571,130880
5028,2012,MB,1189320,84583,2195539
5029,2012,DR,499518,30580,51831
5029,2012,MB,1059160,51811,568511
5030,2012,DR,135385,13049,28156
5030,2012,MB,465212,31104,550900
5031,2012,DR,3854779,221263,705398
5031,2012,MB,9565773,573275,10673830
5032,2012,DR,3796072,202936,475291
5032,2012,MB,3174527,173316,5697121
5033,2012,DR,2651947,182283,456607
5033,2012,DT,34731,5011,4572
5033,2012,MB,4709267,375638,11473737
5033,2012,VP,593615,11307,45502
5034,2012,DR,346934,19496,46682
5034,2012,DT,12173,465,1136
5034,2012,MB,376977,28796,545384
5035,2012,DR,1097051,68349,131888
5035,2012,MB,1488479,111487,2891508
5035,2012,VP,21541,3317,8963
5036,2012,DR,2664998,183267,510140
5036,2012,MB,3115971,237335,11351420
5037,2012,DR,169235,10227,17773
5037,2012,MB,553547,40644,701090
5038,2012,DR,105547,7746,31644
5039,2012,DR,130975,6599,21642
5039,2012,MB,669684,35874,1010600
5040,2012,CB,195176,6416,60982
5040,2012,DR,609707,54608,87997
5040,2012,DT,1079998,60327,133308
5040,2012,MB,2443772,192798,6324551
5041,2012,DR,112554,8620,26892
5041,2012,MB,301225,22529,171569
5042,2012,DR,17177,1070,6364
5042,2012,MB,110702,8402,181213
5043,2012,DR,312362,23667,45468
5043,2012,MB,1351602,91142,2041247
5044,2012,DR,251373,18761,47378
5044,2012,MB,1441800,103937,2061576
5045,2012,DR,81410,5693,13168
5045,2012,MB,714286,50935,680351
5047,2012,DR,272245,19834,50249
5047,2012,MB,1319705,91302,2033698
5050,2012,DR,2853330,169351,266685
5050,2012,MB,6540443,455105,9981918
5051,2012,DR,89728,7488,22795
5051,2012,MB,1697694,133744,5253706
5052,2012,DR,279216,20763,54808
5052,2012,MB,1344053,96658,2250083
5053,2012,DR,49100,9712,16895
5053,2012,MB,360290,34970,362702
5054,2012,DR,255593,22164,68811
5054,2012,MB,785984,56302,1942120
5056,2012,DR,828032,63142,137596
5056,2012,MB,1890681,107179,3025303
5057,2012,DR,237854,21076,77321
5057,2012,MB,2224591,147542,3423366
5058,2012,DR,665531,46339,108916
5058,2012,MB,1338005,96548,1777969
5059,2012,DR,339750,28013,60149
5059,2012,MB,1387094,108325,1870034
5060,2012,DR,393076,41464,136782
5060,2012,MB,3057585,253821,10981718
5061,2012,DR,145047,13332,23943
5061,2012,DT,9823,558,3265
5061,2012,MB,967236,68453,1345192
5066,2012,HR,65222890,3575439,231154339
5066,2012,MB,52427711,5658426,314423578
5088,2012,DR,196644,18471,47565
5088,2012,MB,573236,40746,483172
5090,2012,DR,87741,7518,20249
5090,2012,MB,264777,19397,258656
5091,2012,DR,9680,722,3370
5091,2012,MB,376702,27446,631360
5092,2012,DR,177067,13425,38503
5092,2012,MB,965357,63272,1739071
5093,2012,DR,210468,13520,90556
5093,2012,MB,287060,23493,272597
5095,2012,DR,54003,5253,8212
5095,2012,MB,128247,7703,67193
5096,2012,CB,377468,15672,194301
5096,2012,DR,135436,12717,26787
5096,2012,MB,844965,62171,1055906
5098,2012,DR,38612,4644,4866
5098,2012,MB,207558,13115,121895
5099,2012,DR,610985,47004,76289
5099,2012,MB,666408,46372,1022660
5103,2012,DR,68160,4507,12125
5104,2012,CR,3679324,102883,3668098
5107,2012,DR,70883,9966,16524
5107,2012,MB,150993,10268,134930
5108,2012,DR,23625,1969,5625
5108,2012,MB,482604,29942,488274
5109,2012,DR,31990,1320,3102
5109,2012,MB,298943,20628,246323
5110,2012,DR,137488,14753,28552
5110,2012,MB,999987,93142,3402289
5113,2012,DR,4573929,306556,1124415
5113,2012,DT,670094,41836,122529
5113,2012,MB,20200197,1429762,32191038
5113,2012,VP,10411711,322582,1961719
5117,2012,CB,269372,9893,198419
5117,2012,DR,1810999,96649,226106
5117,2012,MB,494826,34059,331833
5118,2012,CR,43152489,1402260,74246584
5119,2012,DR,31299,3920,6431
5119,2012,DT,1776491,683577,264473
5119,2012,MB,11441895,878860,32750907
5131,2012,DR,301857,21011,59089
5132,2012,DR,416400,35794,147875
5132,2012,MB,210173,12817,56540
5133,2012,DR,184797,15941,66272
5138,2012,DR,225953,17989,45983
5141,2012,MG,548814,47100,2388280
5142,2012,DR,21456,2016,2540
5142,2012,MB,177155,12544,165319
5143,2012,MB,106675,7354,36620
5145,2012,DR,213226,22412,68200
5145,2012,DT,328036,25482,54781
5145,2012,MB,75233,5906,241943
5146,2012,DR,769750,37116,74270
5146,2012,MB,3171873,184973,2490035
5146,2012,VP,1880397,45974,290227
5148,2012,CB,100112,3804,24858
5148,2012,DR,2702317,162304,611687
5148,2012,MB,409099,33190,893405
5149,2012,DT,274584,15798,74520
5149,2012,MB,607940,34291,357454
5152,2012,DR,523499,32553,74550
5154,2012,DR,2950380,164182,456212
5154,2012,MB,7443178,425747,10572240
5154,2012,VP,1415210,33566,179013
5155,2012,DR,12884680,774146,1603422
5157,2012,CB,157734,7539,30558
5157,2012,DR,614599,38207,47114
5158,2012,MB,1009846,102514,7275257
5159,2012,DR,74353,6379,16621
5159,2012,MB,903773,63137,895630
5160,2012,CB,248910,9256,127535
5160,2012,DR,1105359,53495,92941
5161,2012,CB,182443,7033,117536
5161,2012,DR,916582,47564,90805
5162,2012,DR,116291,13238,38828
5163,2012,DR,1247773,59152,134668
5165,2012,DR,892228,47207,181181
5166,2012,DR,967770,56920,92447
5166,2012,MB,142443,5333,74494
5167,2012,DR,318680,29701,52268
5169,2012,DR,380121,19154,41643
5171,2012,DR,148194,14058,38356
5171,2012,DT,48056,2442,12369
5171,2012,MB,161814,11944,170898
5174,2012,DR,33628,2268,11317
5174,2012,MB,573706,24954,647836
5176,2012,DR,757458,53535,176541
5177,2012,DR,90603,8944,19176
5177,2012,MB,189667,16900,179967
5179,2012,DR,240061,15031,24275
5180,2012,DR,784634,39260,143480
5182,2012,DR,29854444,2089411,3655549
5182,2012,DT,199596,12512,26839
5183,2012,CB,83490,1802,47986
5183,2012,MB,182640,13348,100589
5184,2012,DR,359328,34717,98562
5184,2012,MB,405399,32833,356828
5186,2012,DR,45933,3557,6698
5186,2012,MB,131509,6700,24254
5193,2012,VP,7950847,172636,1164251
5195,2012,DR,20035,1885,7504
5196,2012,DR,343747,23694,167126
5197,2012,DR,635721,32721,49948
5198,2012,DR,459885,26493,84672
5198,2012,DT,87841,4520,4455
5198,2012,MB,52252,4790,22177
5199,2012,DR,395111,23219,47987
5199,2012,MB,98566,7198,22276
5200,2012,DR,451461,28023,45237
5201,2012,DR,182750,15566,22084
5202,2012,DR,396936,36708,119764
5204,2012,DR,217738,18276,23173
5205,2012,DR,38223,4408,9840
5205,2012,MB,260917,20163,351188
5207,2012,DR,435390,32863,108123
5208,2012,DR,962106,43920,71603
5209,2012,MB,93949,5666,9455
5209,2012,VP,232029,6368,47836
5210,2012,DR,56912,5331,20474
5211,2012,MB,3103072,160088,530849
6001,2012,DR,293070,23958,39774
6001,2012,MB,652302,41191,386044
6006,2012,DR,1888272,106011,238060
6006,2012,DT,273400,24611,27241
6006,2012,MB,7160901,569598,16390603
6007,2012,DR,3310037,197614,400987
6007,2012,MB,4214636,353972,7439290
6008,2012,CB,7797647,299178,7367262
6008,2012,DR,14809663,878875,1486893
6008,2012,DT,1038841,35932,181738
6008,2012,LR,905795,76596,11276769
6008,2012,MB,33276326,2529053,58100048
6008,2012,VP,10027682,300921,2478582
6009,2012,DR,274415,26280,52440
6009,2012,MB,1701228,149655,3183633
6010,2012,DR,669877,39171,99015
6010,2012,MB,1756210,135930,3556730
6011,2012,DR,9292248,502097,1050860
6011,2012,MB,20275073,1526542,49322843
6011,2012,VP,3216442,65763,430837
6012,2012,DR,208800,16106,31252
6012,2012,MB,782490,49692,905324
6013,2012,DR,120147,9985,22546
6013,2012,MB,234302,14087,116875
6014,2012,DR,160464,13054,30558
6014,2012,MB,825010,72558,1803302
6015,2012,CB,189925,6584,71943
6015,2012,DR,94740,10117,26858
6015,2012,MB,433704,37269,610069
6016,2012,DR,100066,8370,24806
6016,2012,MB,720293,52065,572523
6017,2012,DR,462283,28108,41674
6017,2012,DT,53719,3549,13103
6017,2012,FB,4848,1198,8855
6017,2012,MB,2526853,159717,2839179
6018,2012,DR,1379281,76050,156480
6018,2012,MB,2568273,165674,2797563
6019,2012,DR,1875141,109396,238223
6019,2012,MB,5326179,392225,12821051
6020,2012,FB,28906,12740,2352167
6022,2012,DR,566467,38543,70279
6022,2012,MB,1699222,129028,3611582
6023,2012,DR,57213,5146,5885
6023,2012,MB,158042,11704,222802
6024,2012,DR,392893,29608,43386
6024,2012,MB,2278105,150904,3373884
6025,2012,DR,109321,7360,16708
6025,2012,MB,577139,34583,757805
6026,2012,DR,52093,5425,9265
6026,2012,MB,772040,54603,1237729
6032,2012,DR,1130050,89360,195698
6032,2012,MB,4035562,334255,16388042
6032,2012,SR,822006,123596,7228998
6033,2012,DR,616487,34765,67643
6033,2012,MB,2307906,162174,2823614
6033,2012,SR,54668,12436,104868
6034,2012,DR,32919,2218,4559
6034,2012,MB,264917,13308,83249
6035,2012,MB,574894,36642,491353
6038,2012,DR,220560,19102,28301
6038,2012,MB,753438,50362,1466485
6040,2012,DR,662410,44033,102850
6040,2012,MB,402271,29607,507489
6041,2012,DR,324487,26072,53247
6041,2012,DT,493644,29157,76661
6048,2012,CB,706716,36953,599652
6048,2012,DR,4493580,308307,578315
6048,2012,DT,228402,8780,33431
6048,2012,MB,12870145,1032535,33548378
6048,2012,VP,1135160,37044,225192
6048,2012,YR,237125,10174,527370
6049,2012,DR,204292,21560,54875
6049,2012,MB,502998,34424,696580
6051,2012,DR,1189505,70279,202974
6051,2012,FB,2660,1135,86676
6051,2012,MB,3005687,224992,5764790
6056,2012,CR,1109867,48247,2252140
6056,2012,DR,8813149,529754,1141015
6056,2012,LR,7560914,381882,27653893
6056,2012,MB,27144101,2010240,38378872
6056,2012,VP,3919736,97993,1033042
6058,2012,MB,152490,8352,32621
6059,2012,DR,1029970,44477,72971
6059,2012,MB,1893293,97319,1418188
6062,2012,DR,40270,7301,8804
6062,2012,MB,365798,36912,1924886
6068,2012,DR,137978,10831,47433
6070,2012,DR,172997,16308,30623
6072,2012,DR,220918,15871,27050
6072,2012,MB,434791,26207,269356
6077,2012,DR,265882,25894,44862
6077,2012,MB,860631,74048,1000822
6080,2012,DR,18325,1035,3436
6080,2012,MB,429197,23832,187414
6081,2012,DR,58712,4617,8161
6081,2012,MB,294958,18869,210463
6082,2012,DR,419368,20481,42471
6082,2012,DT,37769,1351,5227
6082,2012,MB,517397,28710,175504
6084,2012,VP,4014719,93037,596193
6086,2012,DR,199787,12350,34480
6086,2012,MB,237829,18140,229417
6088,2012,DR,334832,34399,71506
6088,2012,MB,1448810,96991,2043774
6089,2012,DT,239016,16168,38198
6089,2012,MB,286163,19667,160707
6090,2012,CB,186135,7984,66289
6090,2012,DR,44085,1895,5079
6090,2012,MB,784305,39952,221042
6091,2012,DR,2125780,129107,311849
6091,2012,MB,635061,43299,624855
6093,2012,MB,NA,NA,NA
6094,2012,DR,125564,10249,25437
6094,2012,MB,586401,39510,422368
6095,2012,DR,1619396,77109,238529
6095,2012,MB,416321,25803,298913
6096,2012,DR,179304,15947,33248
6096,2012,MB,404754,31654,1060869
6097,2012,CB,83868,2892,4172
6097,2012,DR,165754,14142,29562
6097,2012,MB,640261,41495,479849
6099,2012,DR,58116,3789,9488
6099,2012,MB,451860,32554,617740
6100,2012,DR,22320,2416,4749
6100,2012,MB,252170,19328,138048
6101,2012,CR,500016,20424,387126
6101,2012,DR,244606,16976,31786
6101,2012,MB,1269081,96479,2557016
6101,2012,VP,38478,1023,5764
6102,2012,DR,638598,51005,128770
6102,2012,MB,321171,23756,285012
6103,2012,CB,529804,20139,196939
6103,2012,DR,1017936,49458,116958
6103,2012,MB,104821,6730,6745
6104,2012,DR,51895,4312,8311
6104,2012,MB,192024,10668,55441
6105,2012,DR,74828,6681,10714
6105,2012,MB,149045,10097,183372
6107,2012,DR,2297644,123845,262812
6107,2012,MB,411212,15300,96888
6108,2012,CB,40975,1100,26994
6108,2012,DT,426678,56515,31723
6108,2012,MB,269575,16366,109828
6109,2012,DR,558164,32324,56331
6110,2012,DR,456880,29477,35773
6110,2012,MB,71424,5952,25756
6111,2012,CB,40963,1423,6772
6111,2012,CR,1408347,37285,1191654
6111,2012,DR,100736,8891,19415
6112,2012,DR,196567,10458,17563
6113,2012,CB,53700,1990,5311
6113,2012,DR,294933,20421,35266
6114,2012,DR,1283059,60707,143508
6114,2012,MB,33729,2902,4838
6115,2012,CB,47885,2319,8704
6115,2012,DR,699252,39509,76361
6116,2012,DR,614580,34769,73292
6118,2012,CB,89203,4179,59539
6118,2012,DR,54144,2528,8739
6118,2012,MB,136035,11114,166727
6124,2012,VP,1175115,42100,145001
6125,2012,DR,58939,3609,9056
6127,2012,FB,4068,8136,981739
6131,2012,DR,89831,6083,16761
6131,2012,MB,190255,14034,121334
6132,2012,DR,209293,19877,24369
7001,2012,DR,246476,18279,40470
7001,2012,DT,134220,6513,24741
7001,2012,MB,1374396,101160,2006111
7002,2012,DR,749837,50062,103455
7002,2012,DT,114782,5534,28321
7002,2012,MB,3918534,285639,4225034
7003,2012,DR,144603,8672,19607
7003,2012,MB,1097910,76801,1598366
7005,2012,DR,3837516,214009,461541
7005,2012,DT,97569,4190,6505
7005,2012,MB,7794854,579042,15988034
7005,2012,VP,484237,11423,61626
7006,2012,DR,5127068,306134,584291
7006,2012,LR,6324470,265882,17000005
7006,2012,MB,18635163,1359695,29120470
7007,2012,DR,18762,1532,4287
7007,2012,MB,396603,22313,239215
7008,2012,DR,305992,20803,73985
7008,2012,MB,989868,70390,1202677
7009,2012,DR,141672,11942,29484
7009,2012,MB,759942,55581,1385012
7010,2012,DR,926272,62863,199131
7010,2012,DT,46641,2693,6233
7010,2012,MB,2194533,164030,4086349
7010,2012,VP,1942352,48958,285834
7011,2012,DR,239602,20588,66469
7011,2012,MB,344391,27590,378552
7012,2012,DR,207036,21413,39902
7012,2012,MB,622345,44562,1164277
7013,2012,DR,474797,30451,85707
7013,2012,MB,565220,36978,476148
7014,2012,DR,366988,24853,59959
7014,2012,DT,69751,4072,18337
7014,2012,MB,808967,54378,1127752
7015,2012,DR,1214248,70205,310998
7015,2012,MB,1519826,100629,1934025
7016,2012,DR,192647,21167,41622
7016,2012,MB,678905,65691,2042716
7018,2012,MB,714365,56522,1965419
7019,2012,DR,55616,9660,10233
7019,2012,MB,758326,72795,4357675
7030,2012,MB,184312,15651,611123
7032,2012,MB,848100,76392,422769
7035,2012,DR,720485,38718,107461
7035,2012,DT,7841,292,915
7035,2012,MB,1306959,61054,562745
7040,2012,DR,352234,29616,155058
7041,2012,DR,34108,2673,10925
7041,2012,MB,1158421,111035,5748940
7043,2012,DR,220647,14447,57659
7043,2012,MB,292952,18079,287285
7045,2012,DR,450733,40569,124378
7046,2012,DR,103120,7735,12714
7046,2012,MB,128615,11071,89945
7047,2012,DR,93191,5080,7866
7047,2012,MB,260360,12250,153353
